,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
158,158,198,mastodon.social,"False and misleading information and links from low-quality sources may not be posted, especially if they are likely to mislead or confuse others or endanger their safety.",false and misleading information and links from lowquality sources may not be posted especially if they are likely to mislead or confuse others or endanger their safety,English,false and misleading information and links from lowquality sources may not be posted especially if they are likely to mislead or confuse others or endanger their safety,formal,0.868839681148529,Legal,Legal
159,159,199,mastodon.social,"Content created by others must clearly provide a reference to the author, creator, or source. For adult content, this should include performers. Accounts may not solely post AI-generated content.",content created by others must clearly provide a reference to the author creator or source for adult content this should include performers accounts may not solely post aigenerated content,English,content created by others must clearly provide a reference to the author creator or source for adult content this should include performers accounts may not solely post aigenerated content,formal,0.998551070690155,Legal,Legal
160,160,200,ieji.de,No explicit content allowed,no explicit content allowed,English,no explicit content allowed,informal,0.9805167317390442,Forum,Forum
161,161,201,ieji.de,Erotic content must have content warning,erotic content must have content warning,English,erotic content must have content warning,informal,0.9920110106468201,Other,Other
162,162,202,ieji.de,No harassment allowed,no harassment allowed,English,no harassment allowed,informal,0.9954903721809387,Promotion,Promotion
163,163,203,ieji.de,No backlink accounts allowed,no backlink accounts allowed,English,no backlink accounts allowed,informal,0.9955353736877441,Forum,Forum
164,164,204,ieji.de,Unlawful content is forbidden,unlawful content is forbidden,English,unlawful content is forbidden,informal,0.9315838813781738,Prose/Lyrical,Prose/Lyrical
165,165,205,metalhead.club,No pornography,no pornography,non-Englsih,no pornography,informal,0.9906428456306458,Information/Explanation,Information/Explanation
166,166,206,metalhead.club,No insulting / hate speech,no insulting hate speech,English,no insulting hate speech,informal,0.9971369504928589,Promotion,Promotion
167,167,207,metalhead.club,No racism,no racism,non-Englsih,no racism,informal,0.9902772903442383,Information/Explanation,Information/Explanation
168,168,208,metalhead.club,No extremist political content,no extremist political content,non-Englsih,no extremist political content,informal,0.9922760128974915,Other,Other
169,169,209,metalhead.club,"This server is for humans, not for bots! If you intend to bulk-send posts, this instance is not for you. (use botsin.space)",this server is for humans not for bots if you intend to bulksend posts this instance is not for you use botsinspace,English,this server is for humans not for bots if you intend to bulksend posts this instance is not for you use botsinspace,informal,0.988459050655365,Forum,Forum
170,170,210,metalhead.club,Upload / distribute only content that you have permission for.,upload distribute only content that you have permission for,English,upload distribute only content that you have permission for,informal,0.9763210415840149,Instruction,Instruction
171,171,211,metalhead.club,"No ads, except for featuring your own creative Metal music content (music, articles, reviews, ...)",no ads except for featuring your own creative metal music content music articles reviews,English,no ads except for featuring your own creative metal music content music articles reviews,informal,0.9950132966041565,Promotion,Promotion
172,172,212,metalhead.club,Misusing unrelated hashtags on posts for better visibility is prohibited ,misusing unrelated hashtags on posts for better visibility is prohibited,English,misusing unrelated hashtags on posts for better visibility is prohibited,informal,0.9745415449142456,Other,Other
173,173,213,fosstodon.org,"Do not use slurs or racist, sexist, homophobic, transphobic, ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy, anti-Semitism, transphobia or other hateful ideologies.",do not use slurs or racist sexist homophobic transphobic ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy antisemitism transphobia or other hateful ideologies,English,do not use slurs or racist sexist homophobic transphobic ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy antisemitism transphobia or other hateful ideologies,formal,0.9037584066390991,Legal,Legal
174,174,214,fosstodon.org,"Do not harass anyone, participate in group harassment of anyone, or otherwise engage in personal attacks. Posting or threatening to post other people’s personally identifying information (“doxing”) constitutes harassment.",do not harass anyone participate in group harassment of anyone or otherwise engage in personal attacks posting or threatening to post other peoples personally identifying information doxing constitutes harassment,English,do not harass anyone participate in group harassment of anyone or otherwise engage in personal attacks posting or threatening to post other peoples personally identifying information doxing constitutes harassment,formal,0.9985968470573425,Legal,Legal
175,175,215,fosstodon.org,Do not be intentionally antagonistic. A post or reply designed to provoke a confrontation is not acceptable.,do not be intentionally antagonistic a post or reply designed to provoke a confrontation is not acceptable,English,do not be intentionally antagonistic a post or reply designed to provoke a confrontation is not acceptable,formal,0.9947755336761475,Other,Other
176,176,216,fosstodon.org,"Do not post adult content, including pictures containing nudity, or unwelcome sexual attention (including sexualized comments or jokes).",do not post adult content including pictures containing nudity or unwelcome sexual attention including sexualized comments or jokes,English,do not post adult content including pictures containing nudity or unwelcome sexual attention including sexualized comments or jokes,formal,0.9927277565002441,Legal,Legal
177,177,217,fosstodon.org,"Do not post spam. Toots that are nothing other than a link and/or contain an inordinate number of hashtags are spam, as does any overly commercial self-promotion. (It is fine to toot about your own projects and share what you are excited to be working on — just keep the toot itself interesting).",do not post spam toots that are nothing other than a link andor contain an inordinate number of hashtags are spam as does any overly commercial selfpromotion it is fine to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting,English,do not post spam toots that are nothing other than a link andor contain an inordinate number of hashtags are spam as does any overly commercial selfpromotion it is fine to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting,formal,0.9615032076835632,Instruction,Instruction
178,178,218,fosstodon.org,Do not use automated tools to toot without participating in the community. It is fine to post with an automated tool so long as you are an active member of the Fosstodon community and respond to replies you receive here. Unmonitored accounts that post automatically are not acceptable.,do not use automated tools to toot without participating in the community it is fine to post with an automated tool so long as you are an active member of the fosstodon community and respond to replies you receive here unmonitored accounts that post automatically are not acceptable,English,do not use automated tools to toot without participating in the community it is fine to post with an automated tool so long as you are an active member of the fosstodon community and respond to replies you receive here unmonitored accounts that post automatically are not acceptable,formal,0.9983127117156982,Instruction,Instruction
179,179,219,fosstodon.org,"Do not “shitpost” - while humorous posts are allowed, and actually encouraged, there is no place for “shitposting” on Fosstodon.",do not shitpost while humorous posts are allowed and actually encouraged there is no place for shitposting on fosstodon,English,do not shitpost while humorous posts are allowed and actually encouraged there is no place for shitposting on fosstodon,informal,0.9404714107513428,Forum,Forum
180,180,220,fosstodon.org,"Do not post about inflammatory, controversial subjects without a Content Warning.",do not post about inflammatory controversial subjects without a content warning,English,do not post about inflammatory controversial subjects without a content warning,formal,0.7195306420326233,Other,Other
181,181,221,fosstodon.org,"Do not engage in name calling, ad hominem attacks, or any other uncivil behaviour; criticize ideas, never people.",do not engage in name calling ad hominem attacks or any other uncivil behaviour criticize ideas never people,English,do not engage in name calling ad hominem attacks or any other uncivil behaviour criticize ideas never people,formal,0.7797606587409973,Legal,Legal
182,182,222,fosstodon.org,"Do not tone police. Toots may violate the standards of civility we set on Fosstodon, but you should not criticize users for their tone. Report them or feel free to block them. In neither case should you criticize their tone.",do not tone police toots may violate the standards of civility we set on fosstodon but you should not criticize users for their tone report them or feel free to block them in neither case should you criticize their tone,English,do not tone police toots may violate the standards of civility we set on fosstodon but you should not criticize users for their tone report them or feel free to block them in neither case should you criticize their tone,formal,0.9891919493675232,Promotion,Promotion
183,183,223,mastodon.gamedev.place,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
184,184,224,mastodon.gamedev.place,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
185,185,225,mastodon.gamedev.place,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
186,186,226,mastodon.gamedev.place,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
187,187,227,mastodon.gamedev.place,No content illegal in EU,no content illegal in eu,non-Englsih,no content illegal in eu,informal,0.9962132573127747,Forum,Forum
188,188,228,mastodon.gamedev.place,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
189,189,237,planet.moe,성적이거나 다른 사용자들에게 불쾌감을 줄 수 있는 내용을 공개적으로 올리지 말아주세요.,성적이거나 다른 사용자들에게 불쾌감을 줄 수 있는 내용을 공개적으로 올리지 말아주세요,non-Englsih,Please do not publicly post the contents that can be unpleasant to grades or other users.,formal,0.9986434578895569,Other,Other
190,190,238,planet.moe,"보고 싶지 않은 내용이 있을 때는 뮤트, 차단이나 신고 기능을 이용해 주세요.",보고 싶지 않은 내용이 있을 때는 뮤트 차단이나 신고 기능을 이용해 주세요,non-Englsih,"If you do not want to see, please use the mute blocking or reporting function.",formal,0.998650848865509,Instruction,Instruction
191,191,239,planet.moe,모두의 취향을 존중해주세요.,모두의 취향을 존중해주세요,non-Englsih,Please respect everyone's taste,formal,0.9630053639411926,Promotion,Promotion
192,192,240,planet.moe,스포일러성 내용은 CW(글 가리기) 기능을 이용해 가려서 올려주세요. 어떤 스포일러인지도 명시해주세요.,스포일러성 내용은 cw글 가리기 기능을 이용해 가려서 올려주세요 어떤 스포일러인지도 명시해주세요,non-Englsih,"For spoiler resistance, please upload it using the CW posting function, please specify which spoiler it is.",formal,0.9986435770988464,Instruction,Instruction
193,193,241,planet.moe,생성형 AI를 사용한 컨텐츠를 업로드할때는 반드시 AI를 사용했음을 명시해주세요.,생성형 ai를 사용한 컨텐츠를 업로드할때는 반드시 ai를 사용했음을 명시해주세요,non-Englsih,Please specify that you have used AI when uploading content using generated AI.,formal,0.9986408352851868,Instruction,Instruction
194,194,242,planet.moe,"자캐 커뮤니티를 위해 플래닛에 가입하시는 분은, 가이드라인 ( https://planet.moe/@planet/110982616964439643 )을 반드시!!!!!!!! 확인해 주세요.",자캐 커뮤니티를 위해 플래닛에 가입하시는 분은 가이드라인 httpsplanetmoeplanet110982616964439643 을 반드시 확인해 주세요,non-Englsih,"If you are joining the Planet for the Zaca community, please check the guideline httpsplanetmoeplanet11098261664439643",formal,0.9984996318817139,Other,Other
195,195,243,wxw.moe,拒绝真人不雅内容 / No inappropriate real-life content.,拒绝真人不雅内容 no inappropriate reallife content,non-Englsih,Refuse the real -life indecent content No Inappropriate Realityofe Content,informal,0.9412030577659607,Promotion,Promotion
196,196,244,wxw.moe,不参与三次元键政，包括转发 / Avoid real-world politics.,不参与三次元键政包括转发 avoid realworld politics,English,不参与三次元键政包括转发 avoid realworld politics,informal,0.9927529096603394,Promotion,Promotion
197,197,245,wxw.moe,禁止发送 违反香港法律 的内容 / Don't post anything illegal in Hong Kong.,禁止发送 违反香港法律 的内容 dont post anything illegal in hong kong,non-Englsih,Dont post anything illegal in Hong Kong,informal,0.9954828023910522,Instruction,Instruction
198,198,246,wxw.moe,"NSFW 图片，须标记为 “敏感内容” / Mark NSFW images as ""Sensitive"".",nsfw 图片须标记为 敏感内容 mark nsfw images as sensitive,English,nsfw 图片须标记为 敏感内容 mark nsfw images as sensitive,informal,0.9952335953712463,Instruction,Instruction
199,199,247,wxw.moe,"NSFW 内容，使用 “CW” 功能折叠 / Fold NSFW content with ""CW"".",nsfw 内容使用 cw 功能折叠 fold nsfw content with cw,English,nsfw 内容使用 cw 功能折叠 fold nsfw content with cw,informal,0.9975792765617371,Instruction,Instruction
200,200,248,wxw.moe,谢绝 无意义刷屏，广告推送 类用户注册使用 / No spam or ads.,谢绝 无意义刷屏广告推送 类用户注册使用 no spam or ads,non-Englsih,Decumber without meaningless brush screen advertising push user register to use No spam or ads,informal,0.9710713028907776,Opinion/Argumentation,Opinion/Argumentation
201,201,249,wxw.moe,"尊重他人，勿引战，勿发表攻击性言论 / Be respectful, no trolling or aggression.",尊重他人勿引战勿发表攻击性言论 be respectful no trolling or aggression,English,尊重他人勿引战勿发表攻击性言论 be respectful no trolling or aggression,informal,0.9898160696029663,Promotion,Promotion
202,202,250,wxw.moe,"注册审核请回答下列问题： / To complete your registration, please answer the following questions:",注册审核请回答下列问题 to complete your registration please answer the following questions,English,注册审核请回答下列问题 to complete your registration please answer the following questions,informal,0.9017375111579895,Instruction,Instruction
203,203,251,wxw.moe,① 为什么注册呜呜站？/ Why do you want to register on this instance?,为什么注册呜呜站 why do you want to register on this instance,English,为什么注册呜呜站 why do you want to register on this instance,informal,0.9952373504638672,Forum,Forum
204,204,252,wxw.moe,② 简答 ACGN 的含义？/ What does ACGN stand for?,简答 acgn 的含义 what does acgn stand for,English,简答 acgn 的含义 what does acgn stand for,informal,0.9931613206863403,Information/Explanation,Information/Explanation
205,205,253,wxw.moe,③ 同意呜呜站的社区规则？/ Do you agree with the community rules of this instance?,同意呜呜站的社区规则 do you agree with the community rules of this instance,English,同意呜呜站的社区规则 do you agree with the community rules of this instance,formal,0.9054591059684753,Other,Other
206,206,254,wxw.moe,🌸 缺项或错误将被拒绝 ... / Incomplete or nonsensical responses will result in rejection ...,缺项或错误将被拒绝 incomplete or nonsensical responses will result in rejection,English,缺项或错误将被拒绝 incomplete or nonsensical responses will result in rejection,formal,0.7276924252510071,Information/Explanation,Information/Explanation
207,207,255,wxw.moe,"详细社区规则见： / For detailed community rules, please see:",详细社区规则见 for detailed community rules please see,English,详细社区规则见 for detailed community rules please see,informal,0.9891413450241089,Other,Other
208,208,256,wxw.moe,https://wxw.moe/about,httpswxwmoeabout,English,httpswxwmoeabout,informal,0.9756094217300415,Forum,Forum
209,209,257,wxw.moe,"使用本站代表您同意了这些规则与政策，注册前请务必仔细阅读！/ By using this instance, you agree to these rules and policies. Please be sure to read them carefully before registering!",使用本站代表您同意了这些规则与政策注册前请务必仔细阅读 by using this instance you agree to these rules and policies please be sure to read them carefully before registering,English,使用本站代表您同意了这些规则与政策注册前请务必仔细阅读 by using this instance you agree to these rules and policies please be sure to read them carefully before registering,formal,0.9655836224555969,Instruction,Instruction
210,210,258,ruhr.social,Sei immer freundlich und höflich. Behandle andere mit Respekt.,sei immer freundlich und höflich behandle andere mit respekt,non-Englsih,"Always be friendly and polite, others treat others with respect",formal,0.9810422658920288,Instruction,Instruction
211,211,259,ruhr.social,"Belästige und beleidige niemanden und unterlasse persönliche Angriffe. Weder allein noch als Gruppe. Das Veröffentlichen oder die Androhung von Veröffentlichung von personen-identifizierenden Informationen (""doxing"") wird als Belästigung ausgelegt.",belästige und beleidige niemanden und unterlasse persönliche angriffe weder allein noch als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen doxing wird als belästigung ausgelegt,non-Englsih,Malgered and insulting no one and refraining from personal attacks neither alone nor as a group the publication or the threat of publication of personal identifying information is interpreted as a harassment,formal,0.9986518025398254,Legal,Legal
212,212,260,ruhr.social,"Kontaktiere keine Nutzer:innen die angegeben haben, dass sie nicht kontaktiert werden möchten.",kontaktiere keine nutzerinnen die angegeben haben dass sie nicht kontaktiert werden möchten,non-Englsih,Contact no users who have specified that they do not want to be contacted,formal,0.9972646236419678,Instruction,Instruction
213,213,261,ruhr.social,"Nochmal ganz deutlich: Wir dulden keine nationalistische Propaganda, keine Nazi-Symbolik und keine Förderung der Ideologie des Nationalsozialismus!",nochmal ganz deutlich wir dulden keine nationalistische propaganda keine nazisymbolik und keine förderung der ideologie des nationalsozialismus,non-Englsih,Again very clearly we tolerate no nationalist propaganda no nazis symbolism and no promotion of the ideology of National Socialism,formal,0.9986592531204224,Promotion,Promotion
214,214,262,ruhr.social,Poste keine pornographischen oder sexualisierten Inhalte. Dazu gehören auch Witze und Kommentare.,poste keine pornographischen oder sexualisierten inhalte dazu gehören auch witze und kommentare,non-Englsih,Posting no pornographic or sexual content includes jokes and comments,formal,0.9961453676223755,Other,Other
215,215,263,ruhr.social,"Veröffentliche keinen Spam oder kommerzielle Werbung. Kommerzielle Werbung in diesem Zusammenhang bedeutet, wenn die veröffentlichten Inhalte keinen persönlichen Bezug aufweisen und eindeutig dazu gedacht sind, direkt oder indirekt Geld zu erwirtschaften.",veröffentliche keinen spam oder kommerzielle werbung kommerzielle werbung in diesem zusammenhang bedeutet wenn die veröffentlichten inhalte keinen persönlichen bezug aufweisen und eindeutig dazu gedacht sind direkt oder indirekt geld zu erwirtschaften,non-Englsih,Publish no spam or commercial advertising commercial advertising in this context means if the published content has no personal connection and are clearly intended to generate money directly or indirectly,formal,0.9986347556114197,Legal,Legal
216,216,264,ruhr.social,"Keine Killerphrasen, Scheinargumente, schwarze Rhetorik oder Sophismus",keine killerphrasen scheinargumente schwarze rhetorik oder sophismus,non-Englsih,No killer phrases shine arguments black rhetoric or sophism,informal,0.7942419052124023,Promotion,Promotion
217,217,265,ruhr.social,Diskutiere Moderationsentscheidungen nicht zuerst in öffentlichen Toots,diskutiere moderationsentscheidungen nicht zuerst in öffentlichen toots,non-Englsih,Do not discuss moderation decisions first in public vots,formal,0.9954982995986938,Instruction,Instruction
218,218,266,ruhr.social,"Die Nutzung oder Befürwortung von rassistischer, sexistischer, homophober, transphober, behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter Sprache wird nicht geduldet",die nutzung oder befürwortung von rassistischer sexistischer homophober transphober behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter sprache wird nicht geduldet,non-Englsih,The use or advocacy of racist sexist homophobic transpober -friendly and otherwise discriminatory or hateful language is not tolerated,formal,0.9986425042152405,Legal,Legal
219,219,267,ruhr.social,"Verharmlosende oder gutheißende Inhalte zu Weißer Vorherrschaft, Antisemitismus, Transphobie oder anderen hasserfüllten Ideologien werden nicht geduldet.",verharmlosende oder gutheißende inhalte zu weißer vorherrschaft antisemitismus transphobie oder anderen hasserfüllten ideologien werden nicht geduldet,non-Englsih,Damotering or good -heating content for white predominance anti -Semitism transthobia or other hateful ideologies are not tolerated,formal,0.9984622001647949,Information/Explanation,Information/Explanation
220,220,268,ruhr.social,Halte dich an die in Deutschland geltenden Gesetze (verbietet u.a. auch gewaltverherrlichende Inhalte).,halte dich an die in deutschland geltenden gesetze verbietet ua auch gewaltverherrlichende inhalte,non-Englsih,"Hold yourself to the laws applicable in Germany, among other things, also prohibits violent content",formal,0.9986615180969238,Instruction,Instruction
221,221,269,ruhr.social,"Nutze Inhaltswarnungen für Posts und NSFW-Marker bei Medien im Falle von kontroversen, aufrührerischen oder triggernden Themen",nutze inhaltswarnungen für posts und nsfwmarker bei medien im falle von kontroversen aufrührerischen oder triggernden themen,non-Englsih,Use content warnings for posts and NSFW markers in the case of controversial or trigger topics in the event of controversy,formal,0.9986553192138672,Other,Other
222,222,270,ruhr.social,Nachgewiesene Falschinformationen/Fakenews (inkl. Verschwörungstheorien) sind hier unerwünscht,nachgewiesene falschinformationenfakenews inkl verschwörungstheorien sind hier unerwünscht,non-Englsih,Proven incorrect information fakews including conspiracy theories are undesirable here,formal,0.9955781102180481,Information/Explanation,Information/Explanation
223,223,271,vis.social,"NO RACISM, SEXISM, HOMOPHOBIA, TRANSPHOBIA OR XENOPHOBIA.",no racism sexism homophobia transphobia or xenophobia,non-Englsih,no racism sexism homophobia transphobia or xenophobia,informal,0.9974599480628967,Information/Explanation,Information/Explanation
224,224,272,vis.social,"TOPIC: vis.social is a topical server focused particularly on SciArt, SciComm, Data, Visualization, Creative Coding and related topics. There is no reporting of “off-topic” posts, but the central idea of the server is to gather a community around these shared interests.
",topic vissocial is a topical server focused particularly on sciart scicomm data visualization creative coding and related topics there is no reporting of offtopic posts but the central idea of the server is to gather a community around these shared interests,English,topic vissocial is a topical server focused particularly on sciart scicomm data visualization creative coding and related topics there is no reporting of offtopic posts but the central idea of the server is to gather a community around these shared interests,formal,0.9828398823738098,Other,Other
225,225,273,vis.social,"LANGUAGE: English is the common language of the instance. Other languages are welcome, but please be kind and post English translations so that we can all read your posts.",language english is the common language of the instance other languages are welcome but please be kind and post english translations so that we can all read your posts,English,language english is the common language of the instance other languages are welcome but please be kind and post english translations so that we can all read your posts,informal,0.9411773085594177,Promotion,Promotion
226,226,274,vis.social,"INCLUSION: We want everyone to feel welcome, safe, and respected. This is a free service. Please be welcoming and kind to everyone, especially when you have a difference of opinion. Then, be *extra* kind. :-)
",inclusion we want everyone to feel welcome safe and respected this is a free service please be welcoming and kind to everyone especially when you have a difference of opinion then be extra kind,English,inclusion we want everyone to feel welcome safe and respected this is a free service please be welcoming and kind to everyone especially when you have a difference of opinion then be extra kind,informal,0.9174394011497498,Promotion,Promotion
227,227,275,vis.social,"HARASSMENT: If you experience or notice any harassment or other aggressive behaviors, report it—by clicking on the three dots next to the message or profile and selecting “Report @personname”) and help keeping this platform a safe space for everyone.",harassment if you experience or notice any harassment or other aggressive behaviors report itby clicking on the three dots next to the message or profile and selecting report personname and help keeping this platform a safe space for everyone,English,harassment if you experience or notice any harassment or other aggressive behaviors report itby clicking on the three dots next to the message or profile and selecting report personname and help keeping this platform a safe space for everyone,formal,0.7168403267860413,Instruction,Instruction
228,228,276,vis.social,"AI Images: Please do not use vis.social to share your creations from text-to-image tools such as MidJourney or Stable Diffusion. We welcome critical discussion of these tools, particularly about the legal and ethical issues surrounding these tools and the implications for artists and society",ai images please do not use vissocial to share your creations from texttoimage tools such as midjourney or stable diffusion we welcome critical discussion of these tools particularly about the legal and ethical issues surrounding these tools and the implications for artists and society,English,ai images please do not use vissocial to share your creations from texttoimage tools such as midjourney or stable diffusion we welcome critical discussion of these tools particularly about the legal and ethical issues surrounding these tools and the implications for artists and society,formal,0.9984787106513977,Instruction,Instruction
229,229,277,vis.social,"No NFTs: We know many people involved in computational art sell NFTs. However, on vis.social we’ve made the decision that we don’t want to be involved in NFTs. So we’d love to see your art, but we ask that you don’t post your NFTs here.",no nfts we know many people involved in computational art sell nfts however on vissocial weve made the decision that we dont want to be involved in nfts so wed love to see your art but we ask that you dont post your nfts here,English,no nfts we know many people involved in computational art sell nfts however on vissocial weve made the decision that we dont want to be involved in nfts so wed love to see your art but we ask that you dont post your nfts here,informal,0.9870861768722534,Opinion/Argumentation,Opinion/Argumentation
230,230,278,vis.social,"No bots. If you’d like to experiment with bots, creating a dedicated instance could be an option for you.
",no bots if youd like to experiment with bots creating a dedicated instance could be an option for you,English,no bots if youd like to experiment with bots creating a dedicated instance could be an option for you,informal,0.993222713470459,Promotion,Promotion
231,231,279,vis.social,"CWs: the moderation team may ask you to add CW's to off-topic posts that contain photos or text about food, alcohol, and other topics, in an attempt to be a more inclusive and welcoming instance.  On our ToDo-list: writing about why we ask this. ",cws the moderation team may ask you to add cws to offtopic posts that contain photos or text about food alcohol and other topics in an attempt to be a more inclusive and welcoming instance on our todolist writing about why we ask this,English,cws the moderation team may ask you to add cws to offtopic posts that contain photos or text about food alcohol and other topics in an attempt to be a more inclusive and welcoming instance on our todolist writing about why we ask this,formal,0.9898752570152283,Forum,Forum
232,232,280,vis.social,"CW on AI topics. Please add CW for posts about AI, especially tools like ChatGPT. ",cw on ai topics please add cw for posts about ai especially tools like chatgpt,English,cw on ai topics please add cw for posts about ai especially tools like chatgpt,informal,0.9976179003715515,Forum,Forum
233,233,281,vis.social,"Joining Vis.Social: please tell us about your interest in this instance and it's topics. Tell us a little about you, your interests. Be sure to mention Green Apple candy in your application. Yes, it's a test to see if you've read the instance rules.",joining vissocial please tell us about your interest in this instance and its topics tell us a little about you your interests be sure to mention green apple candy in your application yes its a test to see if youve read the instance rules,English,joining vissocial please tell us about your interest in this instance and its topics tell us a little about you your interests be sure to mention green apple candy in your application yes its a test to see if youve read the instance rules,informal,0.9606674909591675,Other,Other
234,234,282,social.politicaconciencia.org,Todo miembro de la instancia social.politicaconciencia.org acepta de manera voluntaria los Términos del servicio.,todo miembro de la instancia socialpoliticaconcienciaorg acepta de manera voluntaria los términos del servicio,non-Englsih,Every member of the Social Instance POLITICAL CONSCIENCE VOLUNTARY ACCEPT THE TERMS OF THE SERVICE,formal,0.7594371438026428,Promotion,Promotion
235,235,283,social.politicaconciencia.org,"Todo miembro de esta instancia se obliga voluntariamente a respetar cada uno de los puntos del código de conducta. De no hacerlo, recibirá hasta un máximo de tres llamadas de atención, dependiendo de la severidad de la falta. En caso de reincidencia, su cuenta será cancelada.",todo miembro de esta instancia se obliga voluntariamente a respetar cada uno de los puntos del código de conducta de no hacerlo recibirá hasta un máximo de tres llamadas de atención dependiendo de la severidad de la falta en caso de reincidencia su cuenta será cancelada,non-Englsih,Every member of this instance voluntarily obliges each of the points of the Code of Conduct not to do so will receive up to three calls of attention depending on the severity of the fault in case of recidivism your account will be canceled,formal,0.9986342787742615,Legal,Legal
236,236,284,social.politicaconciencia.org,"Todo miembro de la instancia social.politicaconciencia.org se compromete a respetar las indicaciones, sugerencias o peticiones directas que le realice el equipo de administración. No hacerlo es causa de suspensión de la cuenta.",todo miembro de la instancia socialpoliticaconcienciaorg se compromete a respetar las indicaciones sugerencias o peticiones directas que le realice el equipo de administración no hacerlo es causa de suspensión de la cuenta,non-Englsih,Any member of the Social PoliticCiarg instance undertakes to respect the indications suggestions or direct requests that the administration team does not do so is the cause of suspension of the account,formal,0.9986076951026917,Legal,Legal
237,237,285,social.politicaconciencia.org,El equipo de administración de social.politicaconciencia.org está obligado a resolver los problemas que surjan de la interacción entre los miembros de la instancia.,el equipo de administración de socialpoliticaconcienciaorg está obligado a resolver los problemas que surjan de la interacción entre los miembros de la instancia,non-Englsih,The Social PoliticCiarg Administration Team is obliged to solve the problems that arise from the interaction between the members of the instance,formal,0.9986388087272644,Information/Explanation,Information/Explanation
238,238,286,social.politicaconciencia.org,"Se permite la expresión libre de las ideas sin importar las creencias, las convicciones políticas o religiosas de los miembros de la instancia, siempre y cuando no contradigan algún punto del código de conducta.",se permite la expresión libre de las ideas sin importar las creencias las convicciones políticas o religiosas de los miembros de la instancia siempre y cuando no contradigan algún punto del código de conducta,non-Englsih,The free expression of ideas is allowed regardless of beliefs the political or religious convictions of the members of the instance as long as they do not contradict any point of the code of conduct,formal,0.9986690282821655,Legal,Legal
239,239,287,social.politicaconciencia.org,"No está permitido el uso de palabras altisonantes, frases, albures, composiciones lingüísticas, etc., empleadas con el propósito claro de ofender, denigrar, humillar o difamar a cualquier miembro de la instancia o del fediverso.",no está permitido el uso de palabras altisonantes frases albures composiciones lingüísticas etc empleadas con el propósito claro de ofender denigrar humillar o difamar a cualquier miembro de la instancia o del fediverso,non-Englsih,The use of altisonant words phrases Albures linguistic compositions etc.,formal,0.9573339223861694,Information/Explanation,Information/Explanation
240,240,288,social.politicaconciencia.org,"Está prohibido el uso de imágenes o material multimedia (audio, video, gifs animados, etc.,) destinados a ofender, denigrar, humillar o difamar a cualquier miembro de la instancia o del fediverso.",está prohibido el uso de imágenes o material multimedia audio video gifs animados etc destinados a ofender denigrar humillar o difamar a cualquier miembro de la instancia o del fediverso,non-Englsih,The use of images or multimedia material Audio Video Gifs Animated etc.,informal,0.8367002606391907,Information/Explanation,Information/Explanation
241,241,289,social.politicaconciencia.org,"Se prohíbe cualquier forma de discriminación, ya sea por género, condición económica, nacionalidad, condición de salud o similares, en contra de cualquier miembro de la instancia o del fediverso.",se prohíbe cualquier forma de discriminación ya sea por género condición económica nacionalidad condición de salud o similares en contra de cualquier miembro de la instancia o del fediverso,non-Englsih,Any form of discrimination is prohibited either by gender economic condition nationality health condition or similar against any member of the instance or the Fediverse,formal,0.9986353516578674,Legal,Legal
242,242,290,social.politicaconciencia.org,"Cuando un miembro de la instancia desconozca un tema, queda prohibido responder en términos que lo disuadan de manifestar sus dudas. Siempre que le sea posible,  cada usuario debe ayudar a disipar los vacíos de conocimiento. Nadie puede ser discriminado por su nivel de conocimiento.",cuando un miembro de la instancia desconozca un tema queda prohibido responder en términos que lo disuadan de manifestar sus dudas siempre que le sea posible cada usuario debe ayudar a disipar los vacíos de conocimiento nadie puede ser discriminado por su nivel de conocimiento,non-Englsih,"When a member of the instance does not know a topic it is prohibited to answer in terms that dissuade him to express his doubts whenever possible each user should help dissipate the empty knowledge, no one can be discriminated against by their level of knowledge",formal,0.998624324798584,Instruction,Instruction
