instance,period,timestamp,instance_name,rules,user_count,note
mastodon.coffee,sept-oct2022,20221115082926,Mastodon ☕,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""2"", ""text"": ""No spam or advertising.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""4"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""5"", ""text"": ""No harassment, dogpiling or doxxing of other users.""}, {""id"": ""6"", ""text"": ""No illegal content.""}, {""id"": ""7"", ""text"": ""Drink coffee! (not required)""}]",1368,available-blue-dot
akademienl.social,sept-oct2022,20250815125946,AkademieNL,"[{""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, able-ism, etc."", ""hint"": """", ""translations"": {}}, {""id"": ""3"", ""text"": ""No incitement of violence, promotion of violent ideologies or violent behaviour of any manner."", ""hint"": """", ""translations"": {}}, {""id"": ""4"", ""text"": ""No doxxing, dogpiling or harassment in any form of other users."", ""hint"": """", ""translations"": {}}, {""id"": ""5"", ""text"": ""No spam, bots or advertisements. "", ""hint"": """", ""translations"": {}}, {""id"": ""6"", ""text"": ""No media and content which is sexual or violent in nature."", ""hint"": """", ""translations"": {}}, {""id"": ""7"", ""text"": ""No harmful, manipulated, or misleading information (e.g., regarding elections, public health)"", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""In order to be able to moderate this server, posts need to either be written in Dutch or English."", ""hint"": """", ""translations"": {}}]",591,available-blue-dot
pub.osrx.social,sept-oct2022,20250420231422,Mastodon-PUB,"[{""id"": ""1"", ""text"": ""Keine Hassrede, Hetze, Rassismus oder Mobbing."", ""hint"": """"}]",2,available-blue-dot
dbg.social,sept-oct2022,20230126102859,dbg.social,"[{""id"": ""2"", ""text"": ""No content illegal in the US""}, {""id"": ""3"", ""text"": ""Treat everyone with respect""}, {""id"": ""4"", ""text"": ""No intentionally misleading information""}]",12,available-blue-dot
ioc.exchange,sept-oct2022,20230728161242,IOC.exchange,"[{""id"": ""1"", ""text"": ""Be Nice!""}, {""id"": ""2"", ""text"": ""Mark sensitive content with a content warning.""}, {""id"": ""3"", ""text"": ""No Spam and No Advertisement. (Promoting your own work is fine.)""}, {""id"": ""4"", ""text"": ""No Hate Speech!""}, {""id"": ""5"", ""text"": ""Reason for joining: What is your connection to the infosec/cybersecurity community?""}]",25880,available-blue-dot
hci.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
martianbase.net,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
pixelfed.de,sept-oct2022,20250426012912,pixelfed.de,"[{""id"": ""1"", ""text"": ""No harrasment, no stalking, no doxxing""}, {""id"": ""2"", ""text"": ""No racism or relativization of racism.""}, {""id"": ""3"", ""text"": ""No sexism or relativization of sexism.""}, {""id"": ""4"", ""text"": ""No xenophobia or relativization of xenophobia.""}, {""id"": ""5"", ""text"": ""No discriminating against gender identities or sexual orientations, or relativizing them.""}, {""id"": ""6"", ""text"": ""No advertising.""}, {""id"": ""7"", ""text"": ""No intentionally misleading content (including new/alt-right conspiracy theories or scams like cryptocurrencies).""}, {""id"": ""8"", ""text"": ""No content that violates the laws of the Federal Republic of Germany.""}]",75304,available-blue-dot
en.osm.town,sept-oct2022,20250127192649,OSM Town | Mapstodon for OpenStreetMap,"[{""id"": ""4"", ""text"": ""Follow the instance Code of Conduct: https://en.osm.town/about"", ""hint"": """"}, {""id"": ""5"", ""text"": ""Have fun"", ""hint"": """"}]",972,available-blue-dot
kolektiva.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
genomic.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
mailcow.social,sept-oct2022,20250709102849,[Official] mailcow Mastodon Server,"[{""id"": ""1"", ""text"": ""Please communicate decently here! No insults / discrimination / sexual statements or similar offensive statements. \r\n\r\nBitte kommuniziert hier anständig! Keine Beleidigungen/Diskriminierungen/Sexuelle Aussagen oder ähnliche Beleidigende Aussagen. ""}, {""id"": ""2"", ""text"": ""Respect everyone! Not only admins/moderators as well as everyone else and allow other opinions. Discussions are welcome. Respektiert jeden! Nicht nur Admins/Moderatoren sondern jeden und lasst auch andere Meinungen zu, denn Diskussionen sind erwünscht.""}, {""id"": ""3"", ""text"": ""Please mark dangerous content as such and avoid NSFW postings. Markiert gefährlichen Kontent bitte auch als solchen und vermeidet NSFW Postings.""}, {""id"": ""4"", ""text"": ""Report offensive posts! This will keep the Mastodon server clean and safe. Meldet anstößige Beiträge! Damit haltet ihr den Mastodon Server sauber.""}, {""id"": ""5"", ""text"": ""Registrations are open to all for now!\r\nHowever, we reserve the right to restrict them at any time, even without justification.\r\nRegistrierungen sind zunächst offen für alle!\r\nWir behalten uns jedoch vor diese zu jederzeit Einzuschränken auch ohne Rechtfertigung dafür.""}]",5,available-blue-dot
ruhr.social,sept-oct2022,20221103131550,ruhr.social,"[{""id"": ""1"", ""text"": ""Sei immer freundlich und höflich. Behandle andere mit Respekt.""}, {""id"": ""2"", ""text"": ""Belästige und beleidige niemanden und unterlasse persönliche Angriffe.Weder allein noch als Gruppe. Das Veröffentlichen oder die Androhung von Veröffentlichung von personen-identifizierenden Informationen (\""doxing\"") wird als Belästigung ausgelegt.""}, {""id"": ""3"", ""text"": ""Kontaktiere keine Nutzer:innen die angegeben haben, dass sie nicht kontaktiert werden möchten.""}, {""id"": ""4"", ""text"": ""Nochmal ganz deutlich: Wir dulden keine nationalistische Propaganda, keine Nazi-Symbolik und keine Förderung der Ideologie des Nationalsozialismus!""}, {""id"": ""5"", ""text"": ""Poste keine pornographischen oder sexualisierten Inhalte. Dazu gehören auch Witze und Kommentare.""}, {""id"": ""6"", ""text"": ""Veröffentliche keinen Spam oder kommerzielle Werbung. Kommerzielle Werbung in diesem Zusammenhang bedeutet, wenn die veröffentlichten Inhalte keinen persönlichen Bezug aufweisen und eindeutig dazu gedacht sind, direkt oder indirekt Geld zu erwirtschaften.""}, {""id"": ""7"", ""text"": ""Keine Killerphrasen, Scheinargumente, schwarze Rhetorik oder Sophismus""}, {""id"": ""8"", ""text"": ""Diskutiere Moderationsentscheidungen nicht zuerst in öffentlichen Toots""}, {""id"": ""9"", ""text"": ""Die Nutzung oder Befürwortung von rassistischer, sexistischer, homophober, transphober, behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter Sprache wird nicht geduldet""}, {""id"": ""10"", ""text"": ""Verharmlosende oder gutheißende Inhalte zu Weißer Vorherrschaft, Antisemitismus, Transphobie oder anderen hasserfüllten Ideologien werden nicht geduldet.""}, {""id"": ""11"", ""text"": ""Halte dich an die in Deutschland geltenden Gesetze (verbietet u.a. auch gewaltverherrlichende Inhalte).""}, {""id"": ""12"", ""text"": ""Nutze Inhaltswarnungen für Posts und NSFW-Marker bei Medien im Falle von kontroversen, aufrührerischen oder triggernden Themen""}, {""id"": ""13"", ""text"": ""Nachgewiesene Falschinformationen/Fakenews (inkl. Verschwörungstheorien) sind hier unerwünscht""}]",4178,available-blue-dot
indieweb.social,sept-oct2022,20221031185308, Indieweb.Social ,"[{""id"": ""1"", ""text"": ""No spam or self-promoting posts.""}, {""id"": ""2"", ""text"": ""No bots that are not labeled as such in their profile.""}, {""id"": ""3"", ""text"": ""Keep conversations civil and respectful even in disagreement.""}]",4864,available-blue-dot
social.data.coop,sept-oct2022,20221231120003,data.coop mastodon,"[{""id"": ""1"", ""text"": ""Do not engage in homophobic, racist, transphobic, ableist, sexist, or otherwise prejudiced behaviour.""}, {""id"": ""2"", ""text"": ""Do not harass people. Stalking, unconsented contact, or unwanted sexual attention is harassment.""}, {""id"": ""3"", ""text"": ""Aggression and elitism are not welcome — nobody should be afraid to ask questions.""}, {""id"": ""4"", ""text"": ""Data.coops Acceptable Usage Policy gælder for social.data.coop: https://git.data.coop/data.coop/dokumenter/src/branch/master/Acceptable%20Usage%20Policy.md""}]",30,available-blue-dot
toot.community,sept-oct2022,20221115153504,toot.community,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""4"", ""text"": ""No harassment, dogpiling or doxxing of other users.""}, {""id"": ""5"", ""text"": ""No content illegal in The Netherlands.""}, {""id"": ""6"", ""text"": ""Do not share intentionally false or misleading information.""}, {""id"": ""7"", ""text"": ""Add a Content Warning (CW) to any toots that may hurt or trigger people like religion, gore, spoilers, or sensitive topics.""}]",17248,available-blue-dot
buttsex.restaurant,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
social.milktea.io,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
furry.engineer,sept-oct2022,20230524215117,"Furry.Engineer - Duct tape, hotfixes, and poor soldering!","[{""id"": ""14"", ""text"": ""Rule #1 – No illegal content or conduct. Content or conduct that is illegal in the United States is strictly prohibited.""}, {""id"": ""15"", ""text"": ""Rule #2 – Racism, sexism, homophobia, transphobia, and other discrimination is prohibited. Users who engage in such conduct are not welcome on our platform.""}, {""id"": ""16"", ""text"": ""Rule #3 – Don’t stalk or harass other users. Respect other users of our service and other federated instances.""}, {""id"": ""17"", ""text"": ""Rule #4 – Misinformation and deceptive content is prohibited. Misinformation, scams, Ponzi schemes, and other deceptive tactics have become rampant on other platforms and we don’t want to see a resurgence of it in the Fediverse.""}, {""id"": ""18"", ""text"": ""Rule #5 – Content warnings (CW) are required for NSFW content, political discussion and debate, religious promotion and debate, and drug mentions.""}, {""id"": ""19"", ""text"": ""Rule #5.2 – Don't put polarizing, graphic, or sensitive content in the content warning (CW) description.""}, {""id"": ""20"", ""text"": ""Rule #6 – Respect the service. Spam and advertising is not acceptable, but friendly automated bots are welcome.""}, {""id"": ""21"", ""text"": ""Rule #7 – Use the report system. If a user or instance is breaking the rules, we recommend just reporting the content and not engaging.""}, {""id"": ""22"", ""text"": ""Rule #8.1 – Account / post language identification. We require that all posts are properly marked with the language used, which can be done at the account level through the account preferences page, or per-post by clicking the language button next to “CW” (Content Warning).""}, {""id"": ""23"", ""text"": ""Rule #8.2 – Misleading or deceptive impersonation. You may not impersonate an individual, group, or organization with the intent to deceive, confuse, and exploit other users. Parody accounts should tag themselves clearly in their profile description.""}, {""id"": ""24"", ""text"": ""Rule #8.3 – Bot accounts must mark themselves as a bot and must post using “Unlisted”, “Followers only”, or “Mentioned people only”, so we can keep the local and federated timelines clear and focused on users.""}, {""id"": ""25"", ""text"": ""Rule #8.4 – No brand or government-affiliated account may be registered on Pawb.Social services without prior written and publicly recorded approval, except furry fandom-operated brands and events covered by the exception in our full rules.""}, {""id"": ""26"", ""text"": ""Rule #8.5 – If you have been suspended from any Pawb.Social instance, you may not create another account on any of our services.""}, {""id"": ""27"", ""text"": ""Rule #8.6 – All avatars and header images must not contain any content that is prohibited by any other rule in the Code of Conduct, especially content that requires a Content Warning (CW).""}, {""id"": ""28"", ""text"": ""The full Code of Conduct can be found at https://docs.google.com/document/d/1jXkulJKMWEmv-cb_jaYkG2L0sTcZeHKdcqwImNkf6Ko – Some rules and wording listed here have been summarized for brevity.""}]",832,available-blue-dot
mstdn.plusminus.io,sept-oct2022,20230507111053,mstdn.plusminus.io,"[{""id"": ""4"", ""text"": ""利用規約\r\nhttps://plusminus.io/mstdn-plusminus-io/terms-of-service""}]",46,available-blue-dot
neovibe.app,sept-oct2022,20230711161455,NeoVibe,"[{""id"": ""1"", ""text"": ""No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.""}, {""id"": ""3"", ""text"": ""No harassment of other users on this or other servers.""}, {""id"": ""4"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""5"", ""text"": ""No disinformation regarding public health issues or political/military campaigns.""}, {""id"": ""6"", ""text"": ""No spam or unverified use of copyrighted material. This includes promotional campaigns, and SEO. If you have a self-run small business, please request permission before linking to any products for sale. We would like to make sure all items being sold are legal under this instance's USA laws.""}, {""id"": ""7"", ""text"": ""No impersonation of other individuals, public figures or organisations, unless clearly marked as a parody.""}, {""id"": ""8"", ""text"": ""No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.""}]",390,available-blue-dot
reactions-test.mara.guru,sept-oct2022,20250421145954,Yumeka SNS Lab - Reactions,"[{""id"": ""1"", ""text"": ""본 서버는 마스토돈 이모지 리액션 기능 테스트용 서버입니다. 접속 안정성을 보장하지 않으며 데이터 역시 소실될 수 있습니다.""}, {""id"": ""2"", ""text"": ""이외 규칙은 마라탕.인생 서버 규칙을 따릅니다. https://maratang.life/about""}]",1,available-blue-dot
kinkyelephant.com,sept-oct2022,20221116052739,Mastodon,"[{""id"": ""1"", ""text"": ""Don't be a dick. Being nice to each other is the most important rule of this instance.""}, {""id"": ""2"", ""text"": ""Don't post stuff you don't have the rights to without permission. This is a creator-friendly instance.""}, {""id"": ""3"", ""text"": ""Hywel is running this instance out of his own pocket for BDSM models, producers and fans. If you don't like the way this instance is run, start your own. That's what Mastodon is for :-)""}, {""id"": ""5"", ""text"": ""If you post illegal stuff, you're out. ""}, {""id"": ""6"", ""text"": ""Please mark \""Not Safe For Work\"" (NSFW) content with the eye button for images AND the CW button for text. It is important to DO BOTH for every post so vanilla users on other instances know what they are getting.""}]",3746,available-blue-dot
na.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
thejoyo.com,sept-oct2022,20220106231119,TheJoYo,[],1,available-blue-dot
antisocial.existentialdread.com,sept-oct2022,20230521001955,Existential Dread,"[{""id"": ""1"", ""text"": ""No. If you have to ask, then the answer is No.""}]",1,available-blue-dot
infosec.exchange,sept-oct2022,20230702145100,Infosec Exchange,"[{""id"": ""1"", ""text"": ""Do unto others as you think they would want done to them.  ""}, {""id"": ""2"", ""text"": ""Mark sensitive content with a content warning.  ""}, {""id"": ""3"", ""text"": ""Gratuitous obscenity that serves no practical benefit to a discussion is not permitted.""}, {""id"": ""4"", ""text"": ""Illegal content such as child pornography, unsurprisingly, is not permitted""}, {""id"": ""5"", ""text"": ""Spam is not permitted, this includes creating spam accounts that only serve to provide profile links or advertise products and services. ""}, {""id"": ""6"", ""text"": ""Hate speech and abusive or threatening behavior is not permitted, specifically that which directed at any gender, nationality, religion, race, age, pizza topping preference, or sexual identity.  One can hate on systemd all day long here.""}, {""id"": ""7"", ""text"": ""Lack of a specific rule against a certain behavior does not indicate acceptance of that behavior.  Each of us has a limited amount of time in this world.  Don't be a jerk.  ""}, {""id"": ""8"", ""text"": ""Violating one or more of these rules may result in an immediate, permanent ban without notice or warning.  ""}, {""id"": ""9"", ""text"": ""You may not impersonate a person or brand without a clear indication the account is unofficial and/or a parody. Parody accounts are permitted, as are legitimate brand accounts. ""}, {""id"": ""11"", ""text"": ""No attacks against (or from) the instance.\r\n\r\nYou may not do anything which may impact confidentiality, integrity or availability of Infosec.Exchange, the users of the service or their data.\r\nFor more details see https://wiki.infosec.exchange/rules/start""}, {""id"": ""12"", ""text"": ""No doxing (aka doxxing) or disclosing personal information without consent and as a means of harassing or causing others to harass another person.""}, {""id"": ""13"", ""text"": ""No harassment in the form of continued engagement after a person has requested contact to stop""}, {""id"": ""14"", ""text"": ""Automated posting:\r\n- accounts that post >50% using automation must be labeled as a “bot” in the user profile to help provide a visual indicator to visitors\r\n- automated posts must be limited to one post per hour/24 per day with post visibility set to “public”. There is no limit on “unlisted” posts.""}]",55805,available-blue-dot
mathstodon.xyz,sept-oct2022,20221107235909,Mathstodon,"[{""id"": ""1"", ""text"": ""Don’t do anything that’s illegal in the UK or EU.""}, {""id"": ""2"", ""text"": ""Aggression and elitism are unwelcome here - it’s not a competition. Don’t assume you know better than the person you’re talking to.""}, {""id"": ""3"", ""text"": ""We want to be inclusive; do not engage in exclusionary behaviour or language against anyone based on their race, gender (binary, assigned or otherwise), disability, mental health, sexual orientation, level of education or age.""}, {""id"": ""4"", ""text"": ""Don’t make exclusionary jokes. Don’t even make them “ironically”.""}, {""id"": ""5"", ""text"": ""Don’t harass people. Unconsented contact or sexual attention can constitute harassment, even if it wasn’t intended to cause upset. Dressing or acting in a certain way is not consent.""}]",4216,available-blue-dot
toots.ravenoak.dev,sept-oct2022,20241013100330,Ravenoak's Mastodon Server,"[{""id"": ""1"", ""text"": ""Don't get banned.""}]",3,available-blue-dot
tribe.net,sept-oct2022,20250428185245,tribe.net,"[{""id"": ""1"", ""text"": ""Be kind. \r\nBy that, I mean don't upload a ton of stuff here because disk space is limited and costs $$. If you want to use Mastodon as an archive of your big photos and videos, then you should run your own server. It's easy and I can walk you through it. \r\n""}, {""id"": ""2"", ""text"": ""If you want to show off your products or services, you may post an ad once per month. If you are reported for posting more than that, you will get a warning, and then suspension.""}, {""id"": ""3"", ""text"": ""If you send unsolicited direct messages to users, and you are reported by anyone, you will get a warning and set to limited visibility. The second report will result in your suspension.""}, {""id"": ""4"", ""text"": ""Accounts that display ads in their profile photo and description will be set to limited visibility, meaning only your followers will see your posts. ""}, {""id"": ""5"", ""text"": ""Also, just be nice in general. I'm doing my best but I don't know everything about Mastodon. The community is a better resource for answering questions, especially if things don't seem to work for you the way you'd like. Remember, this is a free service. ""}]",2792,available-blue-dot
front-end.social,sept-oct2022,20230604232754,Front-End Social,"[{""id"": ""1"", ""text"": ""No racism/white supremacy""}, {""id"": ""2"", ""text"": ""No sexism""}, {""id"": ""3"", ""text"": ""No ableism""}, {""id"": ""4"", ""text"": ""No queer/trans-phobia           No homophobia, xenophobia, TERF, or other 'gender critical' shit. No dead-naming, misgendering, etc. No debating other people's right to exist.""}, {""id"": ""5"", ""text"": ""No fascism or nationalism""}, {""id"": ""6"", ""text"": ""No violence or harassment        No violence or harassment. No disrespecting people's boundaries. No sliding into DMs or @-mentioning those who have blocked you.""}, {""id"": ""7"", ""text"": ""No spam""}, {""id"": ""8"", ""text"": ""Be good to each other""}, {""id"": ""10"", ""text"": ""No crypto""}]",242,available-blue-dot
crazylab.online,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
august-don.site,sept-oct2022,20221031185046,八月鯖,[],104,available-blue-dot
mastodon.art,sept-oct2022,20221203213443,Mastodon.ART,"[{""id"": ""1"", ""text"": ""No posting other artist's work without credit AND analysis/opinion .""}, {""id"": ""2"", ""text"": ""Posting the same content on multiple instances in order to spam local and/or federated timelines is not permitted.""}, {""id"": ""3"", ""text"": ""Respect other users' boundaries. ""}, {""id"": ""5"", ""text"": ""Tag sensitive content such as violence/blood, NSFW content, and other potentially upsetting or triggering topics, AND hide them under a Content Warning (CW). ""}, {""id"": ""6"", ""text"": ""No trolling, microaggressions, or harassment. See the Code of Conduct for the full list.""}, {""id"": ""7"", ""text"": ""No unapproved bots, advertising, or spam (this does *not* mean your shop links and commission pages! Please share those often!).""}, {""id"": ""8"", ""text"": ""No racism, sexism, discrimination against gender and sexual minorities, ableism, fatmisia, xenophobia and/or violent nationalism, or the advocation of all of the above.""}, {""id"": ""9"", ""text"": ""No content that includes sexual depictions of minors (this includes loli), content illegal in Germany and/or France, such as holocaust denial or Nazi symbolism, conduct promoting the ideology of National Socialism.""}, {""id"": ""10"", ""text"": ""•ART has a zero-tolerance mandate for harassment or bullying — your account will be immediately suspended.""}, {""id"": ""11"", ""text"": ""Conduct intended to stalk or harass users, impede users from using the service, degrade the performance of the service, or incite others to perform any of the aforementioned actions, is disallowed. ""}, {""id"": ""13"", ""text"": ""No NFT content. None at all. There are crypto-related instances on the fediverse that would be more suitable. ""}, {""id"": ""14"", ""text"": ""AI art only allowed if tagged with #AIArt and with the conditions stipulated under the Code of Conduct""}, {""id"": ""15"", ""text"": ""No flooding the public timelines (making lots of public posts in quick succession).""}]",26562,available-blue-dot
pixel.xarxa.cloud,sept-oct2022,20210619003724,Pixelfed (pixel.xarxa.cloud),[],0,available-blue-dot
mastodon.com.pl,sept-oct2022,20250908151445,Mastodon Poland,"[{""id"": ""1"", ""text"": ""(EN): No threats, harassment, racism, homophobia, sexism, and incitement to hatred towards individuals or groups. (PL): Niedozwolone są groźby, znęcanie się, rasizm, homofobia, seksizm oraz nawoływanie do nienawiści wobec jednostek oraz grup."", ""hint"": """", ""translations"": {}}, {""id"": ""2"", ""text"": ""(EN): No illegal content e.g. child pornography, pornography, frauds, illegal services etc.\r\n(PL): Niedozwolony jest content zabroniony prawnie np. dziecięca pornografia, pornografia, oszustwa, nielegalne usługi itp."", ""hint"": """", ""translations"": {}}, {""id"": ""3"", ""text"": ""(EN): No posting malicious links.\r\n(PL): Niedozwolone jest publikowanie złośliwych linków."", ""hint"": """", ""translations"": {}}, {""id"": ""4"", ""text"": ""(EN): No hate speech.\r\n(PL): Niedozwolona jest mowa nienawiści."", ""hint"": """", ""translations"": {}}, {""id"": ""5"", ""text"": ""(EN): NSFW content should be marked with a Content Warning. \r\n(PL): Treść NSFW piowinna być oznaczona ostrzeżeniem o zawartości."", ""hint"": """", ""translations"": {}}, {""id"": ""6"", ""text"": ""(EN): No spamming or explicit advertising allowed without proper introduction and/or other activity.\r\n(PL): Niedozwolone generowanie spamu ani jawnej reklamy bez odpowiedniego wprowadzenia i/lub innej aktywności."", ""hint"": """", ""translations"": {}}, {""id"": ""7"", ""text"": ""(EN): Comments should be related to the topics appearing within the thematic threads. (PL): Wypowiedzi powinny być związane z treściami pojawiającymi się w ramach wątków tematycznych."", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""(EN): No insults based on their gender, sexual orientation, nationality, ethnicity, race, religion, or lack thereof. (PL): Niedozwolone jest znieważanie Użytkowników z powodu ich przynależności płciowej, seksualnej, narodowej, etnicznej, rasowej, wyznaniowej, albo z powodu jej bezwyznaniowości."", ""hint"": """", ""translations"": {}}, {""id"": ""9"", ""text"": ""(EN): No chauvinistic, misogynistic nature, as well as content displaying signs of gender discrimination. (PL): Niedozwolone są treści o charakterze szowinistycznym i mizoginistycznym, jak również noszące znamiona dyskryminacji płciowej."", ""hint"": """", ""translations"": {}}, {""id"": ""10"", ""text"": ""(EN): No content violating the personal rights of any third party. (PL): Zabrania się zamieszczania treści naruszających dobra osobiste osób trzecich."", ""hint"": """", ""translations"": {}}, {""id"": ""11"", ""text"": ""(EN): No content inciting dangerous behavior or praising such behaviord. (PL): Niedozwolone są treści nawołujące do zachowań niebezpiecznych, lub pochwalają takie zachowania."", ""hint"": """", ""translations"": {}}, {""id"": ""12"", ""text"": ""(EN): Upon creating an account, it is required to introduce oneself using the hashtag #introduction in one's post. (PL): Po utworzeniu konta, wymagane jest przedstawienie się z wykorzystaniem hasztagu #introduction w swoim toot'cie."", ""hint"": """", ""translations"": {}}]",1377,available-blue-dot
precure.ml,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
mamot.fr,sept-oct2022,20230722180134,La Quadrature du Net - Mastodon - Media Fédéré,"[{""id"": ""1"", ""text"": ""Conformément aux lois françaises et à la jurisprudence, les contenus pédopornographiques, y compris sous forme dessinée, sont illégaux et seront supprimés, et les comptes concernés bloqués (si distants) ou supprimés (si local).""}, {""id"": ""2"", ""text"": ""Les contenus pornographiques ou visiblement violents doivent être marqués avec le drapeau \""sensible / sensitive\"". Les comptes ne respectant pas cette règle seront rendus invisibles aux flux locaux et fédérés. ""}, {""id"": ""3"", ""text"": ""La publicité, sous forme répétée et/ou intrusive (faisant mention d'autres utilisateur·ices), n'est pas acceptée. Les comptes concernés seront rendus invisibles aux flux locaux et fédérés, ou supprimés, selon la gravité de la situation. ""}, {""id"": ""4"", ""text"": ""Approchez les personnes avec précaution et politesse. Si une personne vous demande d'arrêter de la mentionner ou qu'elle exprime ne plus vouloir participer à une discussion, arrêtez immédiatement. ""}, {""id"": ""5"", ""text"": ""Sont interdits les propos, images ou vidéos racistes, sexistes, homophobes ou transphobes.""}, {""id"": ""6"", ""text"": ""Sont interdits les avances ou propositions à caractères sexuels non-sollicitées.""}, {""id"": ""7"", ""text"": ""Sont interdit toute conduite, en public ou en privé, ayant pour but de traquer, harceler ou intimider d'autres personnes.""}, {""id"": ""8"", ""text"": ""Il est interdit de rassembler, publier, disséminer les informations personnelles d'une autre personne sans son autorisation explicite.""}, {""id"": ""9"", ""text"": ""Il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction peut être considéré comme du harcèlement, indépendamment de la confidentialité employée.""}, {""id"": ""10"", ""text"": ""Est interdit toute tentative de retournement d’une oppression systémique. Par exemple : « racisme anti-blanc », « sexisme anti-homme », « hétérophobie », « cisphobie ».""}, {""id"": ""11"", ""text"": ""Il est interdit publier ou diffuser intentionnellement des propos diffamatoires, calomnieux. Cela concerne aussi toute désinformation avec intention de tromper (le gorafi ou the onion sont donc autorisés).""}]",38429,available-blue-dot
friendzone.social,sept-oct2022,20221031185100,Mastodon,[],2,available-blue-dot
social.krebsco.de,sept-oct2022,20250716113143,krebsco,"[{""id"": ""1"", ""text"": ""don't suck"", ""hint"": """"}]",12,available-blue-dot
aus.social,sept-oct2022,20230126045755,Aus.Social,"[{""id"": ""9"", ""text"": ""Do not break the Code of Conduct.""}, {""id"": ""10"", ""text"": ""Do not break the law (Australian).""}, {""id"": ""11"", ""text"": ""Do not open a Business/Professional/Brand account (Art, Music or homemade stuff is fine).""}, {""id"": ""12"", ""text"": ""Do not create accounts for Impersonation (individuals, groups, or organisations)""}]",23597,available-blue-dot
syringa.social,sept-oct2022,20240106094805,Syringa.Social,"[{""id"": ""1"", ""text"": ""Be Kind""}, {""id"": ""7"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""9"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, casteism or fascism. ""}, {""id"": ""10"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""11"", ""text"": ""No harassment, dogpiling or doxxing of other users.""}, {""id"": ""12"", ""text"": ""No illegal content.""}, {""id"": ""14"", ""text"": ""This site is directed to people over 13 years old,  as required by COPPA. ""}, {""id"": ""15"", ""text"": ""Running this server is a labor of love, don't make me not love this. ""}]",122,available-blue-dot
fivem.social,sept-oct2022,,,null,,no valid snapshot Jan-Feb 2023
augsburg.social,sept-oct2022,20211127121439,Mastodon - Augsburg.social,[],12,available-blue-dot
