,rules
423,keine belästigung stalking undoder doxxing von anderen
424,rassismus sexismus oder beschimpfungen haben hier nichts verloren
425,diskriminierung von geschlechtern und sexuellen minderheiten haben hier auch nichts verloren
426,nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus ist verboten
427,aufrufe zu gewalttaten sind verboten
428,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt
429,bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht
430,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht
431,falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich
432,allgemeine verstöße gegen geltendes recht in deutschland
433,gezieltes misgendering deadnaming oder werbung für sogenannte konversionstherapien sind verboten
434,mir ist bewusst dass ein verstoß gegen eine der serverregeln zur löschung von einzelnen beiträgen oder der stummschaltunglöschung des gesamten accounts führen kann und mit dem anlegen eines accounts akzeptiere ich alle regeln
435,keine belästigung stalking undoder doxxing von anderen
436,rassismus sexismus oder beschimpfungen haben hier nichts verloren
437,diskriminierung von geschlechtern und sexuellen minderheiten haben hier auch nichts verloren
438,nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus ist verboten
439,aufrufe zu gewalttaten sind verboten
440,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt
441,bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht
442,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht
443,falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich
444,allgemeine verstöße gegen geltendes recht in deutschland
445,gezieltes misgendering deadnaming oder werbung für sogenannte konversionstherapien sind verboten
446,mir ist bewusst dass ein verstoß gegen eine der serverregeln zur löschung von einzelnen beiträgen oder der stummschaltunglöschung des gesamten accounts führen kann und mit dem anlegen eines accounts akzeptiere ich alle regeln
447,keine belästigung stalking doxxing
448,keine verbreitung von verschwörungstheorien undoder deren befürwortung
449,kein rassismus sexismus antisemitismus beschimpfungen oder deren befürwortung
450,keine diskriminierung von geschlechtern und oder minderheiten oder deren befürwortung
451,keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus
452,leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen dogpiling
453,keine nicht markierte werbung
454,keine nicht getaggte oder automatisierte undoder übermäßige werbung
455,kein sexueller inhalt oder gewaltdarstellungen
456,keine bots die ohne ihre expliziten anfragen mit nutzer interagieren
457,no content illegal in the uk the eu or the usa or content that contravenes our code of conduct
458,no discrimination against family status gender marital status sex sexual orientation language age ability race ethnicity caste national origin socioeconomic status religion geographic location or any other dimension of diversity
459,no inauthentic activity spam uncurated bots trolling doxxing
460,用户交流禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论
461,用户交流禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容
462,敏感内容只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告
463,敏感内容请不要发布违反伦理及社会共识的成人内容如盗摄偷拍由真实的儿童参与制作的色情内容等
464,使用行为禁止对其他用户实施任何人肉行为
465,使用行为禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据
466,使用行为机器人账户不得滥用服务器资源
467,使用行为禁止冒用他人身份注册账号或发布冒用他人身份的嘟文
468,使用行为禁止将本站服务用于正常交流以外的用途的滥用行为
469,使用行为禁止散布计算机恶意程序
470,广告及推广请不要推广虚假诈骗或违反本站服务条款的内容
471,广告及推广请不要发布重复推广内容或重复刷屏
472,广告及推广请不要发布与本站用户完全不相干的推广内容
473,知识产权请不要发布盗版内容
474,知识产权请不要在未经作者授权的情况下发布他人作品
475,规则明细使用本站前请详细阅读o3o社区规则与隐私政策httpscodebergorgo3oo3oadminsrcbranchmastertermsmd使用本站代表您同意了这些规则与政策
476,新用户注册要求 请使用中文告诉我们加入本社区的理由请使用至少10个汉字描述理由人工审核将在15天内完成如被批准您会收到一封欢迎邮件如没有按照上述要求填写注册会被拒绝
477,no discrimination including but not limited to racism sexism homophobia or transphobia
478,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
479,no harassment of other users on this or other servers
480,no content illegal in the following countries united kingdom germany
481,no incitement of violence or promotion of violent ideologies
482,no disinformation regarding public health issues or politicalmilitary campaigns
483,no spam this includes commercial advertising promotion of services and seo
484,no impersonation of other individuals public figures or organisations unless clearly marked as a parody
485,all automated bot accounts must enable the bot flag in their account preferences respect nobot markers and post as unlisted unless making less than one post per hour
486,no discrimination including but not limited to racism sexism homophobia or transphobia
487,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
488,no harassment of other users on this or other servers
489,no content illegal in the following countries united kingdom germany
490,no incitement of violence or promotion of violent ideologies
491,no disinformation regarding public health issues or politicalmilitary campaigns
492,no spam this includes commercial advertising promotional campaigns and seo
493,english language only we cannot moderate all languages at this time we are able to moderate english only unsupported language accounts will be suspended see httpsjoinmastodonorgservers to find a server in your country or language
494,no spam or excessive selfpromoting in posts
495,no bots that are not labeled as such in their profile
496,keep conversations civil and respectful even in disagreement
497,no racism sexism homophobia transphobia xenophobia antisemitism or casteism including targeted misgendering deadnaming or promotion of socalled conversion therapy
498,no sexually explicit or violent posts or media allowed
499,no incitement of violence or promotion of violent ideologies
500,no illegal content
501,用户交流禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论
502,用户交流禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容
503,用户交流请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论
504,敏感内容只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告
505,敏感内容请不要发布违反伦理及社会共识的内容
506,使用行为禁止对其他用户实施任何人肉行为
507,使用行为禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据
508,使用行为机器人账户不得滥用服务器资源
509,使用行为禁止冒用他人身份注册账号或发布冒用他人身份的嘟文
510,使用行为禁止将本站服务用于正常交流以外的用途的滥用行为
511,使用行为禁止散布计算机恶意程序
512,广告及推广请不要推广虚假诈骗或违反本站服务条款的内容
513,广告及推广请不要发布重复推广内容或重复刷屏
514,广告及推广请不要发布与本站用户完全不相干的推广内容
515,知识产权请不要发布盗版内容
516,知识产权请不要在未经作者授权的情况下发布他人作品
517,政治言论请不要发布针对政体政党社团国家的仇恨性言论
518,政治言论请不要鼓吹鼓动极端思想
519,政治言论请不要对持不同政见或者压根对该话题不感兴趣的用户发表侮辱性言论
520,新用户注册须知 1 完整版实例规则请见 httpscmximgithubiotermshtml 2 注册账户时请回答以下开放性问题答案没有对错请自由挥发作答但若答非所问或漏项注册将被拒绝请推荐一部你最喜欢的影视作品并简要说明原因 3 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站否则注册将被拒绝 4 开设机器人账户需先与站长沟通
521,我知悉违反任何服务器规则都可能导致删除个别嘟文或隐藏封禁整个账号创建账号即表示我接受所有规则
522,be nice
523,mark sensitive content with a content warning
524,no spam and no advertisement promoting your own work is fine
525,no hate speech
526,do not post illegal illicit or unlicensed content
527,do not use slurs or discriminatory or hateful jokes and language including but not limited to racism sexism homophobia and transphobia including tone policing or critiquing lived experience
528,add content warnings to sensitive content ex nudity violence
529,do not harass anyone post other peoples personally identifying information doxing or incite violence against anyone
530,do not post in bad faith engage in namecalling or ad hominem attacks criticize ideas not people
531,do not post spam ex a post with only a link or an image or promote cryptorelated content such as cryptocurrencies or nfts
532,follow the community code of conduct httpshubsfbasocialcodeofconduct use content warnings cw and hashtags liberally be nice and have fun
533,日本の法律と社会規範に従った行動を心がけてください
534,不快や脅威に対してはブロックミュートフィルターで距離をとってください
535,投稿する際は適切な公開範囲cw閲覧注意を使用してください
536,no al trolling shitposting bodyshaming e bullismo
537,no alla diffusione intenzionale di notizie false fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici
538,no a comportamenti molesti e tossici dogpiling o doxxing
539,no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia
540,no contenuti vm18
541,no al proselitismo e allintolleranza religiosa
542,no apologia del fascismo nazismo
543,no allo spam al flood e ai bot
544,no agli account che pubblicano esclusivamente contenuti generati dallintelligenza artificiale i contenuti creati con luso dellia generativa devono essere resi noti nel caso ci siano dubbi sullorigine basta un riferimento allautorecreatore o alla fonte da cui proviene limmagine
545,before signing up please read the full set of principles rules and guidelines a hrefhttpsclimatejusticesocialaboutherea
546,we stand for climate justice which includes justice for all marginalized people as well as other living beings and we stand against discrimination and exploitation
547,we consider ourselves on the left side of the political spectrum and stand up against right wing ideologies
548,we believe the fediverse should be a place for respectful discourse and we stand against harassment trolling and spam
549,we stand up for peace and against violence oppression and authoritarianism
550,we stand behind the science and against fakenews propaganda
551,also we stick to austrian and eu law and we dont post pornography
552,principles rules and guidelines may change at any time and sanctions may be applied according to rules that have not been written yet at that time but of course never without justification appeal is always possible
553,transphobic behavior such as intentional misgendering and deadnaming is strictly prohibited promotion of conversion therapy is strictly prohibited criticism of governments and religions is permissible unless being used as a proxy for discrimination
554,this includes content that is particularly provocative even if it may not show specific body parts as well as dead bodies bloody injuries and other gore particularly obscene content may be prohibited entirely profile pictures and header images may not contain sexually explicit or violent media
555,calling for people or groups to be assassinated murdered or attacked physically is strictly prohibited support for violent groups or events is prohibited
556,repeat attempts to communicate with users who have blocked you or creation of accounts solely to harass or insult individuals is strictly prohibited coordinated activity to attack other users is prohibited posting of private personal information about others is prohibited
557,false and misleading information and links from lowquality sources may not be posted especially if they are likely to mislead or confuse others or endanger their safety
558,content created by others must clearly provide a reference to the author creator or source for adult content this should include performers accounts may not solely post aigenerated content
559,no racism misogyny homotransphobia ableism or other oppressive behaviour
560,no right wing bullshit and no authoritarian left wing apologetics
561,no harassment
562,no electoral propagandacampaigning
563,no misinformation or conspiracy theories
564,no promotion of capitalism meritocracy or a commercial enterprise
565,no spam
566,no sexualized images without consent
567,no glorification of nation states or militarism
568,propaganda from the ussr ccp or dprk is not allowed
569,respect the laws of the netherlands and the isle of man including those related to hate speech and defamation
570,threatening abusive intolerant or illegal behavior may lead to moderation andor further measures we have a zero tolerance approach to racism sexism homophobia and transphobia moderation decisions are final
571,the content warning flag should be used for nsfw content and nsfw media should be marked as sensitive
572,account registrations are monitored and accounts considered spam including commercial advertising political campaigningpropaganda duplicate accounts or impersonating legal entities will be moderated or removed
573,do not harass or bully other users
574,do not share illegal or copyrighted content
575,do not spam or engage in any form of malicious activity
576,keep discussions civil and respectful and refrain from using derogatory language or engaging in personal attacks
577,do not reveal personal information about other people without their consent
578,use appropriate tags and content warnings when posting potentially sensitive or triggering content
579,if you see a violation of these rules report it to the moderation team
580,to use our service you are at least 18 years old
581,treat others with respect
582,use appropriate tone
583,respect privacy
584,comply with applicable law
585,avoid misinformation
586,no spam posts
587,mark sensitive content cw
588,you must be older than 16 years
589,no illegal content eg child pornography solicitation of illegal services etc
590,no posts or links to content supporting featuring or promoting hate groups terrorism mass violence or calls to violence
591,no posts or comments supporting or promoting qanon related content or similarly disproven conspiracy theories moderators have sole discretion to decide if a post violates this rule birds are real the earth is round get over it
592,no posts or links featuring sexualized depictions of minors whether photographic written drawn anthropomorphic or animated
593,no pornography featuring depictions of rape or nonconsensual violence
594,a content warning must always be used when posting all other pornographic erotic or nsfw content whether photographic written drawn or animated
595,no racism
596,no visual content depicting executions murder suicide dismemberment visible innards excessive gore or charred bodies all other violent imagery requires a content warning
597,no visual content depicting animal abuse all other posts related to animal abuse require a content warning
598,no posting of malicious links
599,no spam see general guidance below
600,no threats bullying or attacks on an individual or group
601,no encouragement or promotion of selfharm
602,no accounts that impersonate anyone else unless clearly marked as such for the purpose of parody
603,no hate speech hate speech is defined as derogatory posts or links targeting any individual or group based on race mental or physical disability religion gender identity sex nationality age class or sexual orientation
604,no shitposting while humorous posts are allowed and actually encouraged there is no place for shitposting here
605,no targeted misgendering deadnaming or promotion of socalled conversion therapy
606,banner and avatar images must comply with the other rules so no nsfw images etc
607,do not post anything that would be classified as illegal in the united states
608,do not post request or threaten to post personal information or personallyidentifying information dox whether it is publicly available or not do not post content that identifies anonymous or pseudonymous people unless they have willingly and publicly published that content themselves the single caveat to this is users who have aggitated or gone after fediverse its health poast or its mods or any of the above do not post any links to google docs and other known phishing or tracking websites creating accounts or services for the express purpose of documenting users activities or otherwise engaging in stalking behavior will not be tolerated
609,do not fedpost this is defined as explicitly violent and possibly credible threats against groups or entities that the us government would classify as protected what constitutes being credible is left up to the discretion of the moderation team context will be taken into consideration
610,spam of any kind involving posting deleting frivolous reports etc will not be tolerated
611,creating accounts to agitate or otherwise divide the community on various topics are not tolerated
612,do not use multiple accounts to circumvent people blocking you or to evade bans silences or other moderation measures
613,mark your account as a bot if the majority of posting will be automated
614,we do not allow accounts that are solely used to advertise a product or service accounts that advertise while also being an active part of the community are permitted unused or botrun accounts with advertising in their profile are not permitted even if they do not actively spam the advertisement andor solicitation of 18 paysites onlyfans etc is forbidden
615,parody accounts are acceptable however you must state in your bio that it is a parody or your account will be terminated for impersonation
616,keep your profiles avatar and header image safe for work since pleroma doesnt provide the ability to mark these images as sensitive
617,it is recommended that you mark your post as sensitive when posting media with excessive blood or gore
618,posting pornography is allowed under the restrictions outlined at poastabout
619,do not explicity support the map or other pedophilic communities including beast acting like you molest children even ironically will be subject to post deletion
620,repeated violations of any of the above rules may result in a ban at our discretion
621,soyez courtois et respectez les autres
622,les robots sont autorisés si leurs interactions ne sont pas excessives
623,tout contenu ou propos illégal au regard de la loi française nest pas autorisé
624,les comportements discriminatoires et harcèlements ne sont pas tolérés
625,ne rejoignez pas linstance dans un simple but promotionnel
626,lusurpation didentité est formellement interdite
627,le contenu pornographique nest pas autorisé sur cette instance puisque nous navons pas la capacité den assurer la provenance légale et éthique
628,tout contenu nsfw doit être préalablement marqué sensible
629,sei immer freundlich und höflich behandle andere mit respekt
630,belästige und beleidige niemanden und unterlasse persönliche angriffeweder allein noch als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen doxing wird als belästigung ausgelegt
631,kontaktiere keine nutzerinnen die angegeben haben dass sie nicht kontaktiert werden möchten
632,die nutzung oder befürwortung von rassistischer sexistischer homophober transphober behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter sprache wird nicht geduldet
633,verharmlosende oder gutheißende inhalte zu weißer vorherrschaft antisemitismus transphobie oder anderen hasserfüllten ideologien werden nicht geduldet
634,nochmal ganz deutlich wir dulden keine nationalistische propaganda keine nazisymbolik und keine förderung der ideologie des nationalsozialismus
635,poste keine pornographischen oder sexualisierten inhalte dazu gehören auch witze und kommentare
636,halte dich an die in deutschland geltenden gesetze verbietet ua auch gewaltverherrlichende inhalte
637,veröffentliche keinen spam oder kommerzielle werbung kommerzielle werbung in diesem zusammenhang bedeutet wenn die veröffentlichten inhalte keinen persönlichen bezug aufweisen und eindeutig dazu gedacht sind direkt oder indirekt geld zu erwirtschaften
638,nutze inhaltswarnungen für posts und nsfwmarker bei medien im falle von kontroversen aufrührerischen oder triggernden themen
639,keine killerphrasen scheinargumente schwarze rhetorik oder sophismus
640,diskutiere moderationsentscheidungen nicht zuerst in öffentlichen toots
641,nachgewiesene falschinformationenfakenews inkl verschwörungstheorien sind hier unerwünscht
642,请遵守相关法律法规尊重他人友善发言
643,闭社禁止发布故意引战虚假信息歧视性言论
644,可能引起读者不适的内容应当以提示词条注明并隐藏
645,na serwerze obowiązują ogólne zasady netykiety httpsplwikipediaorgwikinetykieta zwracamy się do siebie z szacunkiem
646,nie dopuszczamy poniższych rzeczy pornografii przemocy seksualnej homofobii transfobi ksenofobi rasizmu seksizmu fake newsów przemocy w każdej formie do innych użytkowników treści niedozwolonych polskim prawem
647,be nice to everybody always no hate speech slurs or directing negativity towards others including targeted deadnaming and misgendering
648,stay tasteful and legal
649,use content warnings when appropriate for nfsw or sensitive topicsmedia
650,no companiesbrandscorporations individual selfpromotion is allowed
651,english only due to the issues with moderating other languages please stick to english postsmedia on this server
652,no users under 13 years of age
653,no toxic and hateful speech
654,no incitement of violence and no promotion of misleading or violent ideologies
655,no harassment dogpiling or unwanted advances
656,no doxxing of other users
657,no content illegal in canada or copyrighted content that you dont own rights to
658,sexually explicit or violent media must be marked appropriately
659,no spamming excessive posting boosting advertising or massmarketing posts will be actioned accordingly and based on intent
660,be yourself accounts intended to impersonate or parody are not permitted and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly
661,agree to the terms of service and code of conduct
662,treat others respectfully
663,use an appropriate tone
664,respect the privacy of others
665,compliance with applicable law
666,avoid misinformation
667,no spam posts
668,mark sensitive content cw
669,you must be older than 16 years
670,sei kein arschloch du hast eine meinung das ist gut aber bitte beleidige niemanden bei deinen äußerungen
671,diskriminiere niemanden rassistische sexistische frauenfeindliche homophobe antisemitische und andere menschenfeindliche beiträge sind bei uns verboten
672,halte dich an gesetze ganz einfach auch im internet kann man angezeigt werden
673,du bist für deine privatsphäre verantwortlich wenn du nicht willst dass etwas im internet über dich steht veröffentliche es nicht
674,wir legen wert auf eine gesunde kommunikation untereinander falls du deinen account nur benutzt um links zu teilen und ohne rücksicht crossposter verwendest oder für referrallink nutzt werden wir admins uns bei dir melden
675,falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich
676,wir dulden keine belästigung einschließlich brigading dogpiling oder jede andere form der kontaktaufnahme mit einem nutzer der angegeben hat dass er nicht kontaktiert werden möchte
677,wir dulden keine gewalttätige nationalistische propaganda keine nazisymbolik und keine förderung der ideologie des nationalsozialismus
678,inhalte die in deutschland illegal sind werden gelöscht und können zur sofortigen sperrung des kontos führen
679,mach dich nicht lustig über andere und sei nicht herablassend du möchtest auch mit respekt behandelt werden beachte dass sich ironie sarkasmus oder ähnliche ausdrucksformen nicht gut in die schriftsprache übertragen lassen und dazu neigen diskussionen oder missverständnisse zu eskalieren
680,automatisierte beiträge sollten als nicht gelistet gepostet werden d h sie sind sichtbar aber nicht in der lokalen zeitleiste dies gilt auch für bots feedposter twitterretweets und twittercrossposts crossposterkonten die sich nicht aktiv beteiligen können von uns entfernt werden
681,wir dulden keine verschwörungstheorien die das oben genannte undoder ähnliche verhalten unterstützen oder dazu führen
682,intenta mantener tu perfil y publicaciones mayormente en sintonía con la temática de la instancia videojuegos anime manga comics series cine gastronomía literatura viajes y demás hobbies y temas relacionados
683,sé amable y evita mal comportamiento incluyendo racismo y discriminación de cualquier índole las cuentas disruptivas podrían ser suspendidas trata a la gente como te gustaría que te tratasen
684,habla principalmente en español con opción de otros idiomas del territorio español usa lenguaje inclusivo si lo deseas
685,no compartas pornografía infantil ni violencia evita contenido ilegal bajo leyes españolas
686,eres responsable de tus comentarios y publicaciones
687,evita promover activismo y política institucional siempre que sea posible se permiten temas políticos cuando están contextualizados y relacionados con la temática de la instancia la promoción de nazismo supremacía e ideologías ultra están estrictamente prohibidas
688,no compartas información falsa intencionalmente en caso de hacerlo retira cualquier bulo compartido si se verifica como tal
689,el contenido de adultos salvo la pornografía explícita está permitido solo como forma de arte con la etiqueta cw si es de tu autoría y se relaciona con la temática
690,prohibido las cuentas centradas en el crossposting las cuentas que abusen de esta práctica pueden ser suspendidas
691,las cuentas que promocionen spam phishing o criptoactivos están prohibidas
692,el uso de ia para generar contenido es permitido si no se dedica a la promoción de dicho contenido las cuentas que promuevan activamente contenido generado por ia tanto en el servidor como en sitios externos serán prohibidas y pueden ser advertidas o canceladas por el equipo de moderación
693,cinsellik şiddet veya halka açık ortamlarda istemsiz şekilde görünmesi sorun yaratabilecek içerik içeren fotoğraf ve videolar içerik uyarısı ile yayınlanmalıdır bu kuralı uygularken sunucu yöneticileri sağduyularını kullanacaktır lütfen siz de içeriğinizi yayınlamadan önce sağduyunuzu kullanın
694,irkçılık cinsiyetçilik homofobi transofobi ve zenofobi yasaktır
695,şiddete kışkırtma veya şiddet güzellemeleri yayınlamak yasaktır
696,taciz linçleme kimlik ifşa etme doxxing yasaktır
697,türkiye cumhuriyeti veveya fransa cumhuriyeti yasalarına aykırı içerik paylaşımı yasaktır
698,bir ya da birden fazla kullanıcıya ticari reklam propaganda oltalama vb amaçlar güden bir ya da birden fazla sayıda ileti gönderimi kısacası spam ileti gönderimi yasaktır münferit durumlar için bu kuralın yorumlanma hakkı tamamıyla sunucu yöneticilerine aittir
699,soyez respectueux civils et accueillants
700,votre contenu doit être en français pour préserver une cohérence des fils et faciliter la modération
701,nous nautorisons pas le crosspostage se référer à la page à propos pour plus dexplication
702,ne rejoignez pas h4 simplement pour promouvoir un contenu en le spammant
703,la désinformation vérifiable est proscrite
704,les propos illégaux racistes homophobes transphobes sexistes sont proscrits
705,les propos discriminants incitants à la violence ou contribuant au harcèlement sont proscrits
706,les tentatives de retournement doppressions systémiques racisme antiblanc sexisme antihomme hétérophobie cisphobie etc sont proscrites
707,les contenus répréhensibles par la loi française sont proscrits
708,les contenus pornographiques ne sont pas autorisés sur la plateforme puisque nous navons pas la capacité den assurer la provenance éthique et légale
709,les contenus érotiques ou explicites et personnel sont autorisés mais doivent avoir un avertissement de contenu pour ne pas les imposer à la communauté
710,keine beleidigungen drohungen und verunglimpfungen aller art
711,keine aufforderungen zu gewalt
712,kein radikales gedankengut rassismus und hasspropaganda
713,keine pornografie und obszönitäten
714,keine verletzungen von rechten dritter
715,keine veröffentlichung von privaten korrespondenzen und privaten daten anschriften emailadressen oder telefonnummern
716,kein missbrauch der kommentarfunktion für werbliche zwecke
717,nur deutsch oder englischsprachige accounts erlaubt bei anderen sprachen können wir die moderation nicht gewährleisten
718,
719,
720,
721,
722,
723,
724,
725,
726,
727,
728,
729,
730,
731,conformément aux lois françaises et à la jurisprudence les contenus pédopornographiques y compris sous forme dessinée sont illégaux et seront supprimés et les comptes concernés bloqués si distants ou supprimés si local
732,la nudité les contenus érotiques pornographiques ou visiblement violents doivent être marqués avec le drapeau sensible sensitive les comptes ne respectant pas cette règle seront supprimés
733,la publicité sous forme répétée etou intrusive faisant mention dautres utilisateurices nest pas acceptée les comptes concernés seront rendus invisibles aux flux locaux et fédérés ou supprimés selon la gravité de la situation
734,approchez les personnes avec précaution et politesse si une personne vous demande darrêter de la mentionner ou quelle exprime ne plus vouloir participer à une discussion arrêtez immédiatement
735,sont interdits les propos images ou vidéos racistes sexistes homophobes psychophobes ou transphobes
736,sont interdits les avances ou propositions à caractères sexuels nonsollicitées
737,sont interdit toute conduite en public ou en privé ayant pour but de traquer harceler ou intimider dautres personnes
738,il est interdit de rassembler publier disséminer les informations personnelles dune autre personne sans son autorisation explicite
739,il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction cela peut être considéré comme du harcèlement indépendamment de la confidentialité employée
740,est interdit toute tentative de retournement dune oppression systémique par exemple racisme antiblanc sexisme antihomme hétérophobie cisphobie
741,il est interdit de publier ou diffuser intentionnellement des propos diffamatoires calomnieux ainsi que toute désinformation avec intention de tromper le gorafi ou the onion sont donc autorisés les profils satiriques doivent être indiqués comme tels dans leur nom et description publique
742,sexually explicit or violent media must be marked as sensitive when posting
743,no racism sexism homophobia transphobia xenophobia or casteism
744,no incitement of violence or promotion of violent ideologies
745,no harassment dogpiling or doxxing of other users
746,no content illegal in the netherlands
747,do not share intentionally false or misleading information
748,add a content warning cw to any toots that may hurt or trigger people like religion gore spoilers or sensitive topics
749,sexually explicit or violent media must be marked as sensitive content warned when posting
750,be respectful racism sexism homophobia transphobia including targeted misgendering deadnaming or promotion of socalled conversion therapy xenophobia and other forms of hate and discrimination are not welcome your behaviour elsewhere may also be considered if brought to our attention
751,no incitement of violence or promotion of discriminatory or violent ideologies
752,no spam harrassment dogpiling or doxxing of other users this includes mass and spam reporting
753,no content illegal in the united kingdom
754,no intentionally false or misleading information by extension do not pose as persons of interest
755,controversial reactionary nsfw and satirical or similar content may be removed if not obviously content warned where appropriate
756,no promotion of gambling crypto nfts antivaccination selfharm terrorism illegal activities abuseexploitation or violence
757,the sites staff team will ultimately have the final say on any and all moderation actions
758,sexually explicit or violent media must be marked as sensitive content warned when posting
759,be respectful racism sexism homophobia transphobia including targeted misgendering deadnaming or promotion of socalled conversion therapy xenophobia and other forms of hate and discrimination are not welcome your behaviour elsewhere may also be considered if brought to our attention
760,no incitement of violence or promotion of discriminatory or violent ideologies
761,no spam harrassment dogpiling or doxxing of other users this includes mass and spam reporting
762,no content illegal in the united kingdom
763,no intentionally false or misleading information by extension do not pose as persons of interest
764,controversial reactionary nsfw and satirical or similar content may be removed if not obviously content warned where appropriate
765,no promotion of gambling crypto nfts antivaccination selfharm terrorism illegal activities abuseexploitation or violence
766,the sites staff team will ultimately have the final say on any and all moderation actions
767,please dont post anything thats illegal in the us or eu
768,no racism sexism homophobia transphobia xenophobia or any other form of discrimination
769,punch nazis trebuchet terfs any posts or usage containing nazi symbolism or ideology or which contains gender critical just asking questions shit will get you banned immediately and without recourse
770,no promotion of crypto or nfts
771,nsfw content must be behind a content warning marked as sensitive your profile avatar header display name etc must be sfw
772,dont abuse the instance or use it to abuse other federated instances dont try to break things
773,be considerate keep in mind that any public post you make will appear in our public timeline and the public timelines of other instances federated with urbanistssocial use content warnings where appropriate use nswf tags where appropriate dont be a jerk about it
774,bots are allowed but dont make them annoying admins will ask you to move your bot to another instance if it becomes a problem
775,do not harass other users
776,keine inhalte die in deutschland illegal sind
777,sexuell eindeutige oder gewalttätige medien müssen bei der veröffentlichung als sensibel gekennzeichnet werden
778,kein rassismus sexismus homophobie oder transphobie
779,sexually explicit or violent media must be marked as sensitive when posting
780,no racism sexism homophobia transphobia xenophobia or casteism
781,no incitement of violence or promotion of violent ideologies
782,no harassment dogpiling or doxing of other users
783,do not share intentionally false or misleading information
784,we dont tolerate promotion of any cryptocurrency nfts defi and related projects
785,no sexual content involving minors including artistic depictions
786,no gore and extremely graphic violence including artistic depictions
787,racism antisemitism and any form of harassment and discrimination on the basis of culturebackground will not be tolerated
788,misogyny transphobia homophobia and any form of harassment and discrimination based on a persons sex gender identity or sexual orientation will not be tolerated
789,no promotion of altright nazi or other farright ideology
790,no promotion of disinformation alternative facts conspiracy theories etc
791,no promotion of proanorexia bulimia content
792,ableism and any form of harassment and discrimination on the basis of physicalmental disabilities will not be tolerated
793,no spam
794,sexually explicit or violent media must be marked as sensitive when posting
795,no spam or advertising
796,no racism sexism homophobia transphobia xenophobia or casteism
797,no incitement of violence or promotion of violent ideologies
798,no harassment dogpiling or doxxing of other users
799,no illegal content
800,please understand you have no privacy on this server or anywhere on mastodon its not designed to be private assume that anything you post here including dms are publicly visible
801,no fake news disinformation or misinformation
802,content created by others must be attributed and use of ai must be disclosed profiles that only post aigenerated content will not be tolerated
803,dont be a dick
804,no hacking
805,no violence
806,no fascism
807,no colonialism
808,no white supremacy
809,no religious extremism
810,no nationalism
811,no racism
812,no homophobia
813,no transphobia
814,safe space lgtbqia
815,safe space neurodivergent adhd autism etc
816,sexually explicit or violent media must be marked as sensitive when posting
817,no racism sexism homophobia transphobia xenophobia or casteism including targeted misgendering deadnaming or promotion of socalled conversion therapy
818,no incitement of violence or promotion of violent ideologies
819,no harassment dogpiling or doxxing of other users
820,no content illegal in united states
821,while english is our primary language you are free to use any language here we will translate reported posts in other languages to english
822,
823,
824,
825,
826,
827,
