,rules
897,lack of a specific rule against a certain behavior does not indicate acceptance of that behavior each of us has a limited amount of time in this world dont be a jerk
898,spam links are not allowed personal advertising or for a small business is welcomed these decisions are made at the owners discretion
899,
900,
901,
902,
903,
904,
905,
906,no incitement of violence or promotion of violent ideologies
907,threatening abusive intolerant or illegal behavior will be removed we have a zero tolerance approach to racism sexism homophobia and transphobia
908,the content warning cw flag should be used for anything that again you wouldnt feel comfortable showing to your grandmother this includes nsfw content gore and other similar items
909,account registrations are monitored even though account signups are open your account may be suspended if a human considers it potentially fake or bot
910,always be kind to each other dont say anything you wouldnt face to face
911,this server and your data is in australia
912,žádná hate speech rasismus sexismus ableismus homofobie a další formy diskriminujícího a nenávistného chování
913,žádné obtěžování ostatních uživatelů např doxxing dogpiling a další
914,žádné podněcování k násilí nebo propagace násilných ideologií
915,žádný obsah nelegální v eu nebo české republice
916,respektujte ostatní při sdílení potenciálně soukromých nebo jinak citlivých příspěvků mějte konsent
917,nesdílejte nepravdivé nebo zavádějící informace které by mohly poškodit ostatní
918,naslouchejte nebojte se přiznat chybu případně nahlašujte příspěvky zjevně porušující předchozí pravidla hlášením se budeme věnovat jak nám to čas dovolí
919,označení příspěvků jako citlivých doporučujeme používat i jako zkrácený popis pro běžnější než jen explicitnínásilné příspěvky
920,do not be a prick too much
921,keine nationalistische propaganda nazi symbolismus oder verbreitung nationalsozialistischer ideologien
922,keine verhamlosung oder leugnung des holocaust und anderer naziverbrechen
923,keine verschwörungserzählungen oder andere reaktionäre mythen
924,kein antisemitismus rassismus antiziganismus islamophobia oder andere diskriminierung aufgrund von ethnischer oder religiöser gruppenzugehörigkeit
925,kein sexismus homophobie transphobie oder andere diskriminierung aufgrund von geschlechtsidentität oder sexueller orientierung kein absichtliches deadnaming und misgendering
926,keine diskriminierung aufgrund von physischen oder psychischen eigenschaften oder merkmalen einschließlich behinderung krankheit und körperliche altersmerkmale
927,keine diskriminierung aufgrund von geselschaftlichem status einschliesslich nationalität wohnort bleiberechtsstatus staatsbürgerschaft wohlstand oder bildungsgrad
928,keine drohungen stalking oder doxxing mobbing beschimpfungen
929,keine belästigung einschließlich brigading dogpiling und andere formen des kontakts mit eine_r nutzer_in die oder der ausdrücklich kontakt ablehnt
930,de en
931,no nationalist propaganda nazi symbolism propagation of nationalsocialist ideology
932,no belittlement or denial of the holocaust and other nazi crimes
933,no conspiracy narratives or other reactionary myths
934,no antisemitism racism antiziganism islamophobia or other discrimination based on membership of a ethnic or religious group
935,no sexism homophobia transphobia or other discrimination based on gender identity or sexual orientation no intentional deadnaming or misgendering
936,no discrimination based physical or psychological characteristics including disability illness and physical characteristics of age
937,no discrimination based on social status including nationality residency or citizen status wealth or education
938,no threats stalking or doxxing mobbing name calling
939,no harassment including brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
940,treat others with human decency no hate speech violent rhetoric slurs none of that
941,stay tasteful and legal theres a line dont make us responsible for you crossing it be smart
942,use content warnings when appropriate for nfsw or sensitive topicsmedia
943,no companiesbrandscorporations individual selfpromotion is allowed
944,no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia
945,no allincitamento alla violenza o alla promozione di ideologie violente
946,no a comportamenti molesti e tossici dogpiling o doxxing
947,no spam
948,be kind
949,no hate speech
950,please do not post content that is illegal under us law
951,be considerate of other usersuse cws on sensitive material if in doubt cw
952,hear feel think
953,you may not post contents that violate japanese laws 您不得发布违反日本法律的内容 您不得發布違反日本法律的內容 日本の法令に違反する内容を投稿してはならない 일본 법률을 위반하는 콘텐츠를 게시할 수 없습니다
954,pornography violence gore and horror contents must be marked as sensitive and set to unlisted you may not use such contents in avatar header or banner 色情暴力血腥恐怖内容必须被标记为敏感内容并且设置为不公开您不得在头像头条或横幅中使用这些内容 色情暴力血腥恐怖內容必須被標記為敏感內容並且設定為不公開您不得在頭像頭條或橫幅中使用這些內容 ポルノ暴力ゴアホラーなどのコンテンツはセンシティブマークを付け未収載に設定する必要がありますこれらのコンテンツをお客様のアバターヘッダーバナー等に使用することはできません 음란물 폭력 유혈 및 공포 콘텐츠는 민감한 것으로 표시하고 미등록으로 설정해야 합니다 이러한 콘텐츠는 고객의 아바타 헤더 배너 등에 사용할 수 없습니다
955,you may not promote violence against threaten or harass others on the basis of race ethnicity national origin caste sexual orientation gender gender identity religious affiliation age disability or serious disease 您不得以种族民族国籍种姓性取向性别性别认同宗教信仰年龄残疾或严重疾病为由宣扬针对他人的暴力威胁或骚扰 您不得以種族民族國籍種姓性取向性別性別認同宗教信仰年齡殘疾或嚴重疾病為由宣揚針對他人的暴力威脅或騷擾 人種民族国籍カースト性的指向性別性自認宗教年齢障害重病などに基づいて他者への暴力を助長したり脅迫したり嫌がらせをしたりしてはなりません 인종 민족 출신 국가 카스트 성적 취향 성별 성 정체성 종교 연령 장애 또는 심각한 질병을 이유로 타인에 대한 폭력을 조장하거나 위협하거나 희롱할 수 없습니다
956,you may not promote or encourage harassment or threaten violence against others or incite other people to do so this includes wishing or hoping that someone experiences physical harm selfharm or suicide 您不得宣扬或鼓励骚扰或威胁对他人使用暴力或煽动他人这样做这包括期盼或希望某人遭受身体伤害自残或自杀 您不得宣揚或鼓勵騷擾或威脅對他人使用暴力或煽動他人這樣做這包括期盼或希望某人遭受身體傷害自殘或自殺 他者に対する嫌がらせや暴力の脅威を助長奨励しまたは他者を扇動してはなりませんこれには誰かが身体的危害を受けたり自傷行為や自殺をすることを望んだりすることが含まれます 괴롭힘을 조장하거나 조장하거나 다른 사람에 대한 폭력을 위협하거나 그렇게 하도록 선동해서는 안 됩니다 여기에는 누군가가 신체적 상해 자해 또는 자살을 경험하기를 바라는 것이 포함됩니다
957,you may not threaten or promote terrorism or violent extremism 您不得威胁或宣扬恐怖主义或暴力极端主义 您不得威脅或宣揚恐怖主義或暴力極端主義 テロ行為または暴力的過激主義をほのめかすことや助長することは禁じられています 테러 또는 폭력적 극단주의를 위협하거나 조장해서는 안 됩니다
958,you may not use our service for any unlawful purpose or in furtherance of illegal activities this includes selling buying or facilitating transactions in illegal goods or services as well as certain types of regulated goods or services 您不得将我们的服务用于任何非法目的或促进非法活动这包括出售购买或促进非法商品或服务的交易以及某些类型的受管制商品或服务 您不得將我們的服務用於任何非法目的或促進非法活動這包括出售購買或促進非法商品或服務的交易以及某些型別的受管制商品或服務 非合法な目的でまたは違法な活動を促進させるためにtwitterのサービスを利用することを禁じますこ当社のサービスを違法な目的または違法行為を助長する目的で使用してはならないものとしますこれにはある種の規制された商品またはサービスと同様に違法な商品またはサービスの販売購入または取引の促進が含まれます 불법적인 목적이나 불법적인 활동을 조장하기 위해 당사 서비스를 사용할 수 없습니다 여기에는 특정 유형의 규제 대상 상품이나 서비스는 물론 불법 상품이나 서비스의 판매 구매 또는 거래 촉진이 포함됩니다
959,you may not publish or post other peoples private information such as address phone number intimate photos or videos without their express authorization and permission you may not threatening to expose private information or incentivizing others to do so 未经他人明确授权和许可您不得公布或张贴他人的私人信息如地址电话号码私密照片或视频您不得威胁要暴露私人信息或鼓励他人这样做 未經他人明確授權和許可您不得公佈或張貼他人的私人資訊如地址電話號碼私密照片或影片您不得威脅要暴露私人資訊或鼓勵他人這樣做 他人の個人情報住所電話番号親密な写真やビデオなどを本人の明示的な許可なく公開または投稿してはなりません個人情報を公開するよう脅迫したり他者にそのような行為をするよう煽ったりしてはいけません 귀하는 다른 사람의 명시적 승인 및 허가 없이 다른 사람의 개인 정보예 주소 전화번호 친밀한 사진 또는 동영상를 게시하거나 게시할 수 없습니다 개인 정보를 노출하겠다고 위협하거나 다른 사람이 그렇게 하도록 장려해서는 안 됩니다
960,you may not impersonate individuals groups or organizations in a manner that is intended to or does mislead confuse or deceive others 您不得冒个人团体或组织之名计划或者实际做出误导迷惑或欺骗他人的行为 您不得冒個人團體或組織之名計劃或者實際做出誤導迷惑或欺騙他人的行為 他者を誤解させ混乱させまたは欺くことを意図しまたはそのような方法で個人グループまたは組織になりすますことはできないものとします 다른 사람을 오도하거나 혼동시키거나 기만할 의도가 있는 방식으로 개인 그룹 또는 조직을 가장할 수 없습니다
961,you may not use our services in a manner intended to artificially amplify suppress synthetic or manipulated information or engage in such behavior that manipulates or disrupts peoples experience on meow cloud or other mastodon instances 您不得以旨在人为放大压制合成或操纵信息的方式使用我们的服务也不得从事操纵或扰乱用户在 meow cloud 或其他 mastodon 实例上的体验的此类行为 您不得以旨在人為放大壓制合成或操縱資訊的方式使用我們的服務也不得從事操縱或擾亂使用者在 meow cloud 或其他 mastodon 例項上的體驗的此類行為 人為的に情報を増幅抑制合成操作することを目的とした方法で当社のサービスを利用したりmeow cloudや他のマストドンインスタンスでの人々の体験を操作したり混乱させるような行為を行ってはならないものとします 귀하는 정보를 인위적으로 증폭 억제 합성 또는 조작하기 위한 방식으로 당사 서비스를 사용하거나 meow cloud 또는 기타 mastodon 인스턴스에서 사람들의 경험을 조작하거나 방해하는 행위에 가담할 수 없습니다
962,you may not use meow cloud for political or religious purposes including propaganda fabrication and denigration of any country or region political or religious group 您不得将 meow cloud 用于政治或宗教目的包括对任何国家和地区政治或宗教团体的宣传捏造和诋毁 您不得將 meow cloud 用於政治或宗教目的包括對任何國家和地區政治或宗教團體的宣傳捏造和詆譭 meow cloud をいかなる国や地域政治的または宗教的集団の宣伝捏造誹謗中傷を含む政治的または宗教的な目的のために使用することはできません 국가 또는 지역 정치 또는 종교 단체에 대한 선전 날조 및 모욕을 포함하여 정치적 또는 종교적 목적으로 meow cloud를 사용할 수 없습니다
963,you may not violate others intellectual property rights including copyright and trademark 您不得侵犯他人的知识产权包括版权和商标 您不得侵犯他人的智慧財產權包括版權和商標 著作権や商標など他者に帰属する知的財産権を侵害することは禁じられています 저작권 및 상표권을 포함한 타인의 지적 재산권을 침해해서는 안 됩니다
964,you may not use any interactive features mentions replies direct messages etc public timelines unrelated tags to post display or promote any products or services you may not post a promotion more than once in a 24hour period 您不得使用任何互动功能提及回复私信等公共时间线无关的标签来张贴展示或推广任何产品或服务您不得在24小时内发布多于一次的推广信息 您不得使用任何互動功能提及回覆私信等公共時間線無關的標籤來張貼展示或推廣任何產品或服務您不得在24小時內釋出多於一次的推廣資訊 インタラクティブ機能メンション返信ダイレクトメッセージ等公開タイムライン無関係のタグを使用して製品またはサービスを投稿表示または宣伝してはならないものとします24時間以内に1回以上プロモーションを掲載することはできません 대화형 기능멘션 답장 다이렉트 메시지 등 공개 타임라인 관련 없는 태그를 사용하여 제품 또는 서비스를 게시 표시 또는 홍보할 수 없습니다 24시간 동안 한 번 이상 프로모션을 게시할 수 없습니다
965,sexuell explizite oder gewalttätige medien müssen beim posten als sensibel gekennzeichnet werden sexually explicit or violent media must be marked as sensitive when posting
966,kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder kastenwesen no racism sexism homophobia transphobia xenophobia or casteism
967,keine anstiftung zu gewalt oder förderung gewalttätiger ideologien no incitement of violence or promotion of violent ideologies
968,keine belästigung dogpiling oder doxxing anderer nutzer no harassment dogpiling or doxxing of other users
969,keine inhalte die in deutschland illegal sind no content illegal in germany
970,keine verbreitung von absichtlich falschen oder irreführenden informationen do not share intentionally false or misleading information
971,kein automatisiertes twittercrossposting no automated twitter crossposting
972,zustimmung zum und beachtung des verhaltenskodex httpsleipzigtownabout acceptance of and compliance with the code of conduct httpsleipzigtownabout
973,be nice
974,no advertising you may advertise your own work to a reasonable extent reports from users and moderators discretion decide what is reasonable
975,no hate speech
976,restrictive on bots bots are not generally disallowed but they have to specifically post wordpress content in a reasonable way reports from users and moderators discretion decide what is reasonable
977,no racism sexism homophobia and transphobia will be tolerated
978,sexually explicit violent media or anything nsfw must use a content warning filter
979,no harassment dogpiling or doxxing of other users
980,do not share intentionally false or misleading information
981,no insults threats and slurs of any kind
982,no incitement to violence
983,no radical ideas racism and hate propaganda
984,no pornography and obscenities
985,no violations of thirdparty rights
986,no publication of forumblog posts private correspondence and private data addresses email addresses or telephone numbers
987,no misuse of the comment function for advertising purposes
988,
989,
990,
991,
992,
993,
994,
995,we expect you to be decent to others you dont have to like other people but we do not tolerate hate speech homotransphobia fascist rhetoric or antiscience talking points
996,you can block people if someone posts something you really dont like block them if it is something that goes against the tosrules report them then block them
997,this server permits nsfw that being said nothing illegal should be posted and content should be flagged as sensitive we do log and monitor so if something is posted that shouldnt be we will pass information to the authorities
998,please use content warning liberally this means if there is any question if something should have a content warning give it a content warning examples include but are not limited to mental health politics and religion
999,assume good faith agf httpsenwikipediaorgwikiwikipediaassume_good_faith
1000,content warning policy nsfw and lewd content must be set as unlisted or followers only in addition to proper tagging in the cw
1001,dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others art as your own may lead to suspension
1002,bots must be approved and must be marked as bots after approval failure to do so will result in the account being terminated
1003,bots must serve a purpose for the people on the instance examples of good bots include posting pictures from nasa and posting news from local sources
1004,no hate speech including racism sexism homophobia transphobia or xenophobia
1005,no incitement of violence or promotion of violent ideologies
1006,no harassment or abuse of others
1007,no content is permitted that is illegal in canada
1008,posting content that is not suitable for a public place is not suitable here for example pornographic obscene or extremely violent media
1009,no impersonating other social media users including businesses or brands
1010,please dont post anything thats illegal in the us
1011,no racism sexism homophobia transphobia xenophobia or any other form of discrimination doing this will get you banned immediately and without recourse
1012,no nsfw content is allowed your profile avatar header display name etc must be sfw offtopic and random discussion is allowed but please keep discourse professional and courteous at all times
1013,dont abuse the instance transportationsocial is a pro bono service hosted and maintained by a very small consulting firm dont use it to abuse federated instances dont try to break things
1014,be considerate keep in mind that any public post you make will appear in our public timeline and the public timelines of other instances federated with transportationsocial use content warnings where appropriate
1015,organizationalcorporate accounts are allowed and individuals are free to share news about studies projects or new products you feel might be of interest to the transportation community but spam will not be tolerated
1016,no illegal content if it is illegal in the united states its not allowed here
1017,be kind to one another remember that on the other side of the screen is another person
1018,mark any content that would be considered nsfw as such nsfw can exist but i want to make this server enjoyable for everyone
1019,racist transphobic threats of violence etc will not be tolerated here there are plenty of other servers where that is allowed
1020,kein rassismus oder sexismus
1021,keine verfassungsfeindliche symbole oder symbole die in einem damit vergleichbaren kontext verwendet werden
1022,keine pornografie
1023,keine kommerzielle werbung
1024,keine absichtlichen provokationen aka trolling
1025,적당히 눈치껏
1026,no hate speechdiscriminationterfsetc
1027,no oppressive language or actions
1028,no harassmentstalking
1029,nsfw content including nudity is permitted so long as its marked as sensitive and behind a content warning
1030,no gore or graphic violence
1031,respect peoples pronouns
1032,no sexual depictions of children
1033,no automated spam friendly bots ok
1034,no doxxing
1035,no begging for money giving people the option to donate is totally fine
1036,please use hashtags in your toots whenever possible so other users can find relevant content eg memes lol cute queer nsfw
1037,禁止发布或发送任何具备威胁性攻击性猥亵性的文字图片或任何其他形式的信息
1038,禁止冒用他人身份注册帐户
1039,禁止对于其他用户的任何人肉doxxing行为
1040,禁止任何形式的骚扰行为
1041,禁止滥用服务器资源
1042,禁止发布或发送有真实儿童从事或参与的色情内容
1043,禁止滥发广告spamming
1044,发布或发送不适合工作场合nsfw查看的内容时请加上内容警告cw 尤其是图片与视频
1045,发布可见范围为公开public的嘟文的账户头像不应含有nsfw内容
1046,禁止短时间内发布大量信息刷屏
1047,youre required to mark nsfw content as sensitive content
1048,no hate speech no harassment
1049,spamming and advertising are not allowed
1050,no discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups
1051,no threatening behaviour stalking doxxing mobbing including namecalling intentional misgendering or deadnaming
1052,no harassment including brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
1053,no conspiracy narratives nationalist propaganda reactionary myths nazi symbolism or promoting the ideology of national socialism no promotion of socalled conversion therapy
1054,do not publish private conversations except to the moderation team if you need to report them
1055,no corporate accounts no excessive advertising no bots or automated crossposters from other networks
1056,use content warnings cw for sexually explicit or violent media and other content that might be common triggers
1057,write descriptions to all media if possible else ask for help alt4me imagecaptionpls
1058,do not clog the local timeline with frequent short posts use threads and unlisted visibility
1059,no illegal content abide by laws
1060,hexadonではおれと日本法と国際法が法だ とくに日本法は守ってねおれが死ぬので
1061,サーバーに過度に負担をかける行為や他のユーザーに迷惑がかかる行為はご遠慮ください
1062,no sexually explicit or violent media
1063,no racism sexism homophobia transphobia xenophobia or casteism
1064,no incitement of violence or promotion of violent ideologies
1065,no harassment dogpiling or doxxing of other users
1066,plur peace unity love and respect this is the path we walk kindness to each other respect for our differences peaceful discussion
1067,stay respectful to those around you generally just bein chill with others will let others be chill with us
1068,dont post straight up nsfw i could care less if you follow it but i am likely liable for the stuff you post and i dont really wanna deal with that
1069,try and kinda sorta follow fediverse etiquette put stuff that might set someone off behind a cw n try not to spam the timelines too much if you need to post a huge thread set the replies to unlisted
1070,oh yeah and finally dontpostanythingillegaldontpostanythingillegal dont post anything illegal
1071,not a lot of rules just be niceits free no chuds
1072,このサーバーのやり方が気に入らなくなったら他所に行くか自分でサーバー立ててね
1073,dont be an azzhole
1074,みんな仲良く
1075,法律は守ってください
1076,他人に迷惑をかけたり不快にするような行為は禁止です
1077,18歳以上限定です
1078,必要に応じて画像はnsfwにしよう提案
1079,みんな仲良く
1080,汝の意志の格率が常に同時に普遍的立法の原理として妥当しうるように行為せよ
1081,香川県中華人民共和国eu加盟国にお住まいの方のご利用はお断りします
1082,一日一回いいことをしよう
1083,早寝早起きをしよう
1084,テレビを見る時は離れて見よう
1085,毎日歯を磨こう
1086,暴力団暴力団関係者及び刺青タトゥーシール含むのある方泥酔の方のご利用はお断りいたします
1087,não pode crimes
1088,não é permitido discurso de ódio
1089,não é permitido racismo lgtbfobia machismo misoginia ou discriminação contra minorias
1090,não é permitido divulgar teorias da conspiração tais como negação da pandemia crise climática ou semelhantes
1091,defendemos uma internet livre e acessível porém links contendo pirataria são de responsabilidade de quem postou
1092,proibido conteúdo 18 sem uso de cw content warning aviso de conteúdo
1093,não serão permitidos membros com menos de 18 anos
1094,é incentivado o uso de cwaviso de conteúdo quando descrever experiências negativas com discriminação racismo capacitismo misoginia entre outros
1095,não é permitido spam anúncios pagos ou com quaisquer fins lucrativos é permitido divulgar o próprio trabalho porém não é permitido ter um perfil que só faça marketing
1096,não roube conteúdo e respeite as vontades des artistas dê crédito quando respostar e não reposte sem permissão expressa
1097,não é permitido doxxing divulgação de informações pessoais sem consentimento da pessoa
1098,não é recomendado o uso de posts privados com informações sensíveis nós moderadores não temos interesse algum nas mensagens privadas dos cidadãos da cidade em chamas porém é importante ressaltar que por motivos técnicos os moderadores têm acesso a todos os posts pois não são criptografados
1099,contas inativas por mais de seis meses estão sujeitas a serem removidas da plataforma enviaremos um aviso alguns dias antes dando a possibilidade que a pessoa possa manter a conta
1100,top rule feel free to be stupid but dont be too stupid these rules are a wip that doesnt mean you can be an ass be fun be friendly be a decent person
1101,names in bios ages in bios this is a adult majority 16 instance
1102,state if you are a roleplay account as many residents here are otherkin or are plural
1103,no twitter refugees unless youre cool about it we arent a typical mastodon instance so keep that in mind
1104,read the fucking rules
1105,when requesting to sign up include your age in the request if you do not your request will be automatically rejected
1106,seriously holy shit put your age in your goddamn application or you will be denied read the goddamn fucking rules
1107,seid nett zueinander oder geht wieder
1108,only sharing discussion gathering and communication are allowed 在這里 只有分享丶討論丶聚會丶交流
1109,regardless of the choice of gender gender identity and expression age sexual orientation disability appearance body shape race religion or technology we do not tolerate any form of cyber bullying and verbal attacks here 無論性別丶性別認同和表達方式丶年齡丶性取向丶殘疾丶外表丶身材丶種族丶宗教 或技術如何選擇 在這裏我們不容忍任何形式的網絡欺凌及言語攻擊
1110,any pornographic related contents including languages images videos urls etc cannot be uploaded here 任何色情相關的內容包括 語言圖片視頻網址等均不能上載到這裏
1111,copyrighted materials including texts files photos voices and videos etc cannot be uploaded here 有版權的資料包括文字檔案圖片語音及視頻等也不能上載到這裏
1112,prohibit issuing all contents which violate hong kong laws 禁止發送違反香港法律的內容
1113,dont toots political remarks and focus only for professional topics 本站不討論政治重㸃討論專業的話題
1114,no advertisement spam but professional product reviews are accepted and welcome 謝絕廣告推送 但可接受及歡迎專業的產品評論
1115,all the above items are applicable to any discussion places and locations here including tags private messages public discussion forums and other url links 以上所有項目適用於在這里的任何討論場所及位置包括 tags私信公開討論區 和其它連結
1116,in order to avoid affecting the freedom of other users and normal enjoyment of this system users who violate the above rules will be removed from our system without warning 為了避免影響其他用戶的自由及正常享用本系統 違反以上那些規則的用户 會從我們的系統中被移除 無需警告
1117,this is one nonprofit project with no sla guarantee but we shall try our best with failover clustering system to stay system online 999 這是一個沒有 sla 保證的非盈利項目 但我們將盡我們最大努力使用 故障轉移集群系統 來保持系統在線 999
1118,we do not accept any donation now and we shall consider to use stripe to handle all donations from donors if needed in future 我們現在不接受任何捐款 如果將來有需要才考慮使用 stripe 來處理捐贈者的捐贈
1119,follow the human rights httpwwwohchrorgenudhrdocumentsudhr_translationsengpdf
1120,boosting will be treated the same as posting that content only boost stuff that is not against the rules
1121,when interacting with other instances you must follow our rules as well as the other instances rules
1122,we wont support hateful speech or harassment on this instance therefore it is forbidden
1123,we support freedom of expression for everybody dont be disrespectful regardless of your political views however freedom of expression has limits
1124,discrimination is not allowed it does not matter whether you discriminate a majority or a minority or a single person
1125,dont upload anything illegal you havent got rights on it if anything illegal came from here contact a member of staff or use the report button
1126,before clicking the report button keep in mind that we cant fully take action when it comes to posts from outside of the instance however your report can be sent anonymously to the original instance
1127,you must not upload anything illegal or material that you dont have the licencecopyright for
1128,with illegal we mean content that is against any laws of germany or the european union
1129,you must not upload any form of pornography
1130,always credit the artists of the art you post
1131,other nsfw that is not pornographic material must be posted hidden using the spoiler button
1132,no es permeten imatges eròtiques ni pornogràfiques ni violentes
1133,禁止 骚扰人身攻击模仿其他用户
1134,禁止宣传以下政治主张国家社会主义纳粹主义
1135,禁止真人儿童色情色情暴力内容 必须标记cw
1136,请勿发表仇恨言论包括种族歧视地域歧视厌女恐同恐跨
1137,医学相关讨论 必须注意保护患者隐私
1138,本站不欢迎传统医学欢迎循证医学证据
1139,本站不提供提供线上诊疗服务
1140,新用户注册须知注册账户时请回答以下任意问题之一请自觉闭卷作答若答非所问或漏项注册将被拒绝
1141,默写一嗅二视完整28个汉字
1142,八块腕骨的名字10字顺口溜完整作答均可
1143,左_右_ 任意医学顺口溜填空开放题
1144,过敏性休克急救首选4个汉字或其他语言作答亦可
1145,任何能证明自己临床口腔公卫预防护理药学相关学科背景的其他小知识
1146,使用本站代表您同意了这些规则与政策注册前请务必仔细阅读
1147,all restraintsocial citizens must be at least 18 years of age
1148,all restraintsocial citizens must be people that the owners of restraintsocial know
1149,culturally restraintsocial is a sexpositive space for all folks there are are no litmus tests regarding kinks gender expression or sexual expression
1150,no trolling or rudeness for any reason no racism sexism homophobia transphobia or using the word dominate as a noun or adjective
1151,all content subjects must be 18 years of age or older
1152,dont reuse materials found here including videos audio recordings text or photography for commercial gain
1153,no racism sexism misogyny ableism antisemitism religiousbased hate homophobia transphobia xenophobia or casteism
1154,no incitement of violence or promotion of violent white supremecist incel holocaust denial or nazi ideologies
1155,no harassment dogpiling or doxxing of other users
1156,sexually explicit or violent media must be marked as sensitive pornographic material may not be posted no intentionally false or misleading information this includes covid19 and vaccine misinformation
1157,no spam
1158,be good or be gone
1159,no hate discriminatory oppressive or harassing language
1160,respect peoples pronouns lifestyles and relationships
1161,no images depicting gore graphic violence or underage sexuality
1162,nsfw content including nudity is permitted so long as its marked as sensitive and behind a content warning
1163,accounts created solely for the purpose of posting pornographic content are not permitted unless its your own content
1164,no bots without admin approval
1165,no harassment stalking or doxxing
1166,
1167,
1168,
1169,
1170,
1171,
1172,
1173,
1174,this is a lightly moderated space but should be a safe space for all and any harassment bullying or discriminatory behaviour can be reported and will result in intervention from mods andor admins
1175,currently benbyrne is the only admin and becfary and doktorb are the mods all can be reached by dm and posts can be reported using the option in the menu
1176,please dm benbyrne if interested in volunteering as an admin or mod
1177,any accounts that show no activity for 3 months will be automatically suspended you can contest the suspension if you want to keep using your account but otherwise it will be deleted a month later this is just to ensure we avoid unnecessary data storage and phantom accounts lurking is welcome
1178,the berlin code of conduct applies for this server you can reach us at infoinnoqcom
1179,1 vorwort
1180,ffreinetzch ist eine installation der software des friendicaprojektes der quellcode der software ist für jeden offen zugänglich und kann eingesehen heruntergeladen genutzt und verteilt werden
1181,friendica ist ein dezentrales soziales netzwerk welches nutzern erlaubt inhalte miteinander zu teilen informationen auszutauschen und spass zu haben
1182,die supportsprache auf diesem node ist deutsch auch werden allfällige informationen jeweils in deutsch bekannt gegeben
1183,2 haftung für inhalte links und alles andere
1184,der betreiber der plattform möchte einen freien informationsaustausch gewährleisten die haftung für inhalte die durch nutzer erstellt werden beiträge nachrichten und mehr liegt beim nutzer der betreiber ist keinesfalls haftbar
1185,die nutzer werden gebeten keine inhalte zu veröffentlichen die gegen in der schweiz anwendbares recht verstossen sollten inhalte gegen gesetze verstossen und wird der betreiber darauf aufmerksam gemacht wird der betreiber den nutzer auch öffentlich kontaktieren und um klärung des problems und ggf die löschung der inhalte bitten sollte keine andere möglichkeit bestehen wird der betreiber die inhalte löschen
1186,zusätzlich zur entfernung strafrechtlich relevanter beiträge behält sich der betreiber das recht vor inhalte welche sich am rande der legalität bewegen oder nicht klar einzustufen sind nach einer ankündigung zu entfernen
1187,21 umgang mit werbung spam und weiterem bullshit
1188,spam und oder werbung ist nicht im sinne von mir und diesem netzwerk daher werden accounts welche vor allem öffentlich werbungspam verteilen nach meinem ermessen gelöscht
1189,die administration dieses servers behält sich das recht vor accounts dieses servers zu sperren oder zu löschen über die inhalte verbreitet werden die unter anderem in diese kategorien fallen rassismus sexismus hetze im allgemeinen verschwörungsideologien
1190,im klartext der betreiber dieses servers nimmt sich das recht erwähnte beiträge und user zu löschen wer sich daran stört soll sich bitte einen anderen server suchen
1191,22 anmeldung mit gmailcom adressen
1192,leider zeigt sich dass viele accounts welche gegen punkt 21 verstossen sich mit gmailcom adressen registrieren daher sind keine anmeldungen mit gmailcom adressen mehr erwünscht und werden gleich gelöscht
1193,h23 haftung für ausfälle und datenverlust
1194,der betreiber gibt sich mühe die plattform möglichst unterbrechungs und verlustfrei zu betreiben hierfür wird allerdings keinerlei haftung übernommen
1195,4 urheberrecht
1196,das urheberrecht für texte bilder und sonstige medien die ein benutzer auf ffreinetzch hochladen kann bleibt beim nutzer eine übertragung auf den betreiber des servers findet nicht statt
1197,sollte ein nutzer wissentlich oder unwissentlich gegen gültiges urheberrecht verstossen ist dieser darauf hinzuweisen entsprechende kontaktdaten können beim betreiber erfragt werden
1198,5 datenschutz und datensicherheit
1199,dem betreiber ist es wichtig die daten der nutzer zu schützen es werden keinerlei daten durch den betreiber ausgewertet oder an dritte personen weitergegeben ausser die weitergabe wird rechtlich erzwungen in einem solchen fall können folgende daten weitergegeben werden
1200,benutzername
1201,emailadresse
1202,ipadresse und zeitpunkt der letzten anmeldung
1203,für daten die an andere friendicaknoten oder an externe dienste wie twitter gesendet werden kann der betreiber keinerlei aussagen treffen hier sind die datenschutzbestimmungen der jeweiligen plattform zu beachten
1204,um einen sicheren und störungsarmen betrieb zu erreichen werden automatisiert serverprotokolle logfiles erstellt darüber hinaus werden durch den betreiber regelmässig datensicherungen backups der anwendungen dateien und der datenbank erstellt um die nutzer vor datenverlust zu schützen diese werden nach einem monat gelöscht
1205,leider ist nichts perfekt auch friendica nicht der betreiber kann daher nicht ausschliessen dass daten durch sicherheitslücken und angriffe auf die systeme abgegriffen werden im falle eines datenverlustes wird der betreiber die nutzer darüber informieren
1206,ich nutze zudem matomo zur analyse der zugriffe die matomoinstanz wird auf dem selben server von mir selber gehostet die ip wird gleich nach dem tracking anonymisert zudem hast du auf der anmeldeseite die möglichkeit das tracking optout mit einem cookie zu deaktivieren
1207,ablauf und löschen von accounts
