,instance,rule,preprocessed rules,lang
251,mstd.dansmonorage.blue,"“严禁使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据。例如，您不得使用本站的API或任何类似于“爬虫”的软件或设备，将数据用于正常交流以外的用途。违反本条的用户将被直接执行【冻结】操作。”

（cmx)",严禁使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据例如您不得使用本站的api或任何类似于爬虫的软件或设备将数据用于正常交流以外的用途违反本条的用户将被直接执行冻结操作 cmx,non-Englsih
252,mstd.dansmonorage.blue,在宇宙联邦别站或者其他任何地方的不当行为和/或言论也会导致你在皮卡站的号被封。因此如果你在别的网站或者线下有骚扰、歧视、仇恨言论，等等等等，你在本站的号也会没有。,在宇宙联邦别站或者其他任何地方的不当行为和或言论也会导致你在皮卡站的号被封因此如果你在别的网站或者线下有骚扰歧视仇恨言论等等等等你在本站的号也会没有,non-Englsih
253,mstd.dansmonorage.blue,请不要把本站当成图床。,请不要把本站当成图床,non-Englsih
254,mstd.dansmonorage.blue,"不可以发布真实存在的未成年的成人内容，不管是文字还是媒体。未成年人的rpf在本站不被允许。

但是纸片人可以随你喜欢，不过要记得打cw且不能出现在公开轴上。",不可以发布真实存在的未成年的成人内容不管是文字还是媒体未成年人的rpf在本站不被允许 但是纸片人可以随你喜欢不过要记得打cw且不能出现在公开轴上,non-Englsih
255,mstd.dansmonorage.blue,"“请遵守用户本人所在国及服务器所在国（德国）法律。”（歪站)

加一句，在中国的用户不必遵守中国法律，只需要遵守服务器所在的德国法律。恶法非法。欢迎随意评论时事。",请遵守用户本人所在国及服务器所在国德国法律歪站 加一句在中国的用户不必遵守中国法律只需要遵守服务器所在的德国法律恶法非法欢迎随意评论时事,non-Englsih
256,social.daspr.io,No Illegal content,no illegal content,non-Englsih
257,social.daspr.io,No Spam/Ads nor Spam/Ad Accounts,no spamads nor spamad accounts,English
258,social.daspr.io,No crapposting (posting nonsense constantly) ,no crapposting posting nonsense constantly,English
259,dis-le.de,Rule is not a list,rule is not a list,English
260,el5.net,【用户交流】禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论,用户交流禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论,non-Englsih
261,el5.net,【用户交流】禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容,用户交流禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容,non-Englsih
262,el5.net,【用户交流】请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论,用户交流请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论,non-Englsih
263,el5.net,【敏感内容】只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告,敏感内容只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告,non-Englsih
264,el5.net,【敏感内容】请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容,敏感内容请不要发布违反伦理及社会共识的成人内容如由真实的儿童参与制作的色情内容,non-Englsih
265,el5.net,【使用行为】禁止对其他用户实施任何人肉行为,使用行为禁止对其他用户实施任何人肉行为,non-Englsih
266,el5.net,【使用行为】禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据,使用行为禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据,non-Englsih
267,el5.net,【使用行为】机器人账户不得滥用服务器资源,使用行为机器人账户不得滥用服务器资源,non-Englsih
268,el5.net,【使用行为】禁止冒用他人身份注册账号或发布冒用他人身份的嘟文,使用行为禁止冒用他人身份注册账号或发布冒用他人身份的嘟文,non-Englsih
269,el5.net,【使用行为】禁止将本站服务用于正常交流以外的用途的滥用行为,使用行为禁止将本站服务用于正常交流以外的用途的滥用行为,non-Englsih
270,el5.net,【使用行为】禁止散布计算机恶意程序,使用行为禁止散布计算机恶意程序,non-Englsih
271,el5.net,【广告及推广】请不要推广虚假、诈骗、或违反本站服务条款的内容,广告及推广请不要推广虚假诈骗或违反本站服务条款的内容,non-Englsih
272,el5.net,【广告及推广】请不要发布重复推广内容或重复刷屏,广告及推广请不要发布重复推广内容或重复刷屏,non-Englsih
273,el5.net,【广告及推广】请不要发布与本站用户完全不相干的推广内容,广告及推广请不要发布与本站用户完全不相干的推广内容,non-Englsih
274,el5.net,【知识产权】请不要发布盗版内容,知识产权请不要发布盗版内容,non-Englsih
275,el5.net,【知识产权】请不要在未经作者授权的情况下发布他人作品,知识产权请不要在未经作者授权的情况下发布他人作品,non-Englsih
276,el5.net,"【📌 规则明细 📌】使用本站前，请详细阅读[实例细则、服务承诺
等段落](https://el5.net/about) 和 [隐私政策](https://el5.net/privacy-policy)，使用本站代表您同意了这些规则与政策。",规则明细 使用本站前请详细阅读实例细则服务承诺 等段落httpsel5netabout 和 隐私政策httpsel5netprivacypolicy使用本站代表您同意了这些规则与政策,non-Englsih
277,el5.net,【🔑 新用户注册需求🔑 】1、请使用中文告诉我们加入本实例的理由，请使用至少10个汉字描述理由。人工审核将尽量在一周内完成，如被批准，您会收到一封欢迎邮件。如没有按照上述要求填写，注册会被拒绝。,新用户注册需求 1请使用中文告诉我们加入本实例的理由请使用至少10个汉字描述理由人工审核将尽量在一周内完成如被批准您会收到一封欢迎邮件如没有按照上述要求填写注册会被拒绝,non-Englsih
278,el5.net,【🔑 新用户注册需求🔑 】2、同时请在通过审核后的📆两周内📆修改头像或者发送一条嘟文等相关的操作，未进行任何操作的账号将在下次清理僵尸账号时被冻结，请联系站长或管理员解冻。,新用户注册需求 2同时请在通过审核后的两周内修改头像或者发送一条嘟文等相关的操作未进行任何操作的账号将在下次清理僵尸账号时被冻结请联系站长或管理员解冻,non-Englsih
279,grandma.space,Be respectful of one another,be respectful of one another,English
280,grandma.space,"If someone asks you to stop, STOP. Ignoring such a request, especially from a mod, will result at minimum in a timeout.",if someone asks you to stop stop ignoring such a request especially from a mod will result at minimum in a timeout,English
281,grandma.space,"If there is an issue, use the reporting tools so moderators and admins can handle it.",if there is an issue use the reporting tools so moderators and admins can handle it,English
282,grandma.space,"No bigotry or harassment. grandma.space has a ZERO TOLERANCE policy for the instigation or perpetuation of hateful speech and ideology, disrespect of its members or staff, incendiary behavior, or other such inappropriate conduct.",no bigotry or harassment grandmaspace has a zero tolerance policy for the instigation or perpetuation of hateful speech and ideology disrespect of its members or staff incendiary behavior or other such inappropriate conduct,English
283,grandma.space,"Provide appropriate content warnings on potentially sensitive posts and use nsfw tags liberally on adult images, spoilers, and other content that not everyone may want to see.",provide appropriate content warnings on potentially sensitive posts and use nsfw tags liberally on adult images spoilers and other content that not everyone may want to see,English
284,grandma.space,Current event discussion is permitted but you are highly encouraged to use a current event or politics content-warning.,current event discussion is permitted but you are highly encouraged to use a current event or politics contentwarning,English
285,meinungsschubla.de,Seid lieb zueinander!,seid lieb zueinander,non-Englsih
286,gesichtsbu.ch,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
287,gesichtsbu.ch,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
288,gesichtsbu.ch,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
289,gesichtsbu.ch,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
290,gesichtsbu.ch,No content illegal in Germany,no content illegal in germany,non-Englsih
291,gesichtsbu.ch,Do not share false or misleading information that may lead to physical harm,do not share false or misleading information that may lead to physical harm,English
292,medic.cafe,"No snake oil, no ""alternative"" medicine. We keep it evidence based.",no snake oil no alternative medicine we keep it evidence based,English
293,medic.cafe,"We're here to interact, meaning we do not allow bot-only accounts and view accounts auto-posting without any interaction in the comments or others' content with suspicion.",were here to interact meaning we do not allow botonly accounts and view accounts autoposting without any interaction in the comments or others content with suspicion,English
294,medic.cafe,"Hate speech, any form of discrimination, anything that violates the First Law, ""do no harm,"" is strictly forbidden and will lead to a ban.",hate speech any form of discrimination anything that violates the first law do no harm is strictly forbidden and will lead to a ban,English
295,youthweb.social,"Trage zu einer einladenden, freundlichen und respektvollen Umgebung und Atmosphäre bei.",trage zu einer einladenden freundlichen und respektvollen umgebung und atmosphäre bei,non-Englsih
296,youthweb.social,"Kein Rassismus, Sexismus, Beschimpfungen oder deren Befürwortung.",kein rassismus sexismus beschimpfungen oder deren befürwortung,non-Englsih
297,youthweb.social,"Kein Belästigen, Stalking, Doxxing oder Kontaktaufnahme zu Menschen, die deutlich gemacht haben, dass sie keinen Kontakt wollen.",kein belästigen stalking doxxing oder kontaktaufnahme zu menschen die deutlich gemacht haben dass sie keinen kontakt wollen,non-Englsih
298,youthweb.social,Kein Posten und Verbreiten von sexuellem Inhalt oder Gewaltdarstellungen.,kein posten und verbreiten von sexuellem inhalt oder gewaltdarstellungen,non-Englsih
299,youthweb.social,Kein Vortäuschen einer falschen Identität.,kein vortäuschen einer falschen identität,non-Englsih
300,youthweb.social,"Wir sind Christinnen und Christen. Sei daher nicht überrascht, wenn du vielen Inhalten zum Glauben begegnest.",wir sind christinnen und christen sei daher nicht überrascht wenn du vielen inhalten zum glauben begegnest,non-Englsih
301,unstable.systems,"No homophobia, transphobia, racism, bigotry, or related epithets.",no homophobia transphobia racism bigotry or related epithets,English
302,unstable.systems,NSFW content should be tagged with a content warning. Further use of content warnings is up to the poster.,nsfw content should be tagged with a content warning further use of content warnings is up to the poster,English
303,unstable.systems,"No doxxing/harassment/etc. This is meant to be a space for friends to hang out, and it should be comfortable for anyone present.",no doxxingharassmentetc this is meant to be a space for friends to hang out and it should be comfortable for anyone present,English
304,unstable.systems,Do not automatically scrape or index this server. Post visibility and what may or may not be indexed is controlled by the users and the protocol; do not violate those decisions.,do not automatically scrape or index this server post visibility and what may or may not be indexed is controlled by the users and the protocol do not violate those decisions,English
305,focal.social,"No hate speech, incitement of violence or promotion of violent ideologies",no hate speech incitement of violence or promotion of violent ideologies,English
306,focal.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
307,focal.social,No illegal content under Australian Law. Since this site is not age restricted that includes pornography.,no illegal content under australian law since this site is not age restricted that includes pornography,English
308,focal.social,No harassment or doxxing of other users,no harassment or doxxing of other users,English
309,focal.social,Content that may be considered NSFW such as sexually suggestive or violent media must be marked as sensitive when posting.,content that may be considered nsfw such as sexually suggestive or violent media must be marked as sensitive when posting,English
310,social.dog-s.global,Be nice to each other!,be nice to each other,English
311,social.dog-s.global,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
312,social.dog-s.global,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
313,social.dog-s.global,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
314,social.dog-s.global,"Do not share intentionally false or misleading information, do not publish conspiracy myths.",do not share intentionally false or misleading information do not publish conspiracy myths,English
315,social.dog-s.global,No content illegal in Germany.,no content illegal in germany,non-Englsih
316,social.dog-s.global,Dogs - not cats!,dogs not cats,non-Englsih
317,social.dog-s.global,You should be older than 16 Years.,you should be older than 16 years,English
318,pfadi.social,"Keine Beleidigungen, Drohungen und Verunglimpfungen aller Art",keine beleidigungen drohungen und verunglimpfungen aller art,non-Englsih
319,pfadi.social,Keine Aufforderungen zu Gewalt,keine aufforderungen zu gewalt,non-Englsih
320,pfadi.social,"Kein radikales Gedankengut, Rassismus und Hasspropaganda",kein radikales gedankengut rassismus und hasspropaganda,non-Englsih
321,pfadi.social,Keine Pornografie und Obszönitäten,keine pornografie und obszönitäten,non-Englsih
322,pfadi.social,Keine Verletzungen von Rechten Dritter,keine verletzungen von rechten dritter,non-Englsih
323,pfadi.social,"Keine Veröffentlichung von privaten Korrespondenzen und privaten Daten (Anschriften, E-Mail-Adressen oder Telefonnummern)",keine veröffentlichung von privaten korrespondenzen und privaten daten anschriften emailadressen oder telefonnummern,non-Englsih
324,pfadi.social,Kein Missbrauch der Kommentarfunktion für werbliche Zwecke,kein missbrauch der kommentarfunktion für werbliche zwecke,non-Englsih
325,pfadi.social,Nur deutsch- oder englischsprachige Accounts erlaubt. Bei anderen Sprachen können wir die Moderation nicht gewährleisten.,nur deutsch oder englischsprachige accounts erlaubt bei anderen sprachen können wir die moderation nicht gewährleisten,non-Englsih
326,pfadi.social,Seid nett.,seid nett,non-Englsih
327,benehomini.social,"Only natural persons may have accounts (no corporate, shared, or bot accounts).",only natural persons may have accounts no corporate shared or bot accounts,English
328,benehomini.social,"Respect peoples' identities, pronouns, and boundaries. Targeted misgendering, deadnaming, or promotion of so-called ""conversion therapy"" is prohibited.",respect peoples identities pronouns and boundaries targeted misgendering deadnaming or promotion of socalled conversion therapy is prohibited,English
329,benehomini.social,"No racism, sexism, homophobia, transphobia, xenophobia, able-ism, casteism, etc.",no racism sexism homophobia transphobia xenophobia ableism casteism etc,non-Englsih
330,benehomini.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
331,benehomini.social,"No harassment, dog-piling, or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
332,benehomini.social,No ad hominem attacks.,no ad hominem attacks,non-Englsih
333,benehomini.social,No un-described images or video on Public privacy setting.,no undescribed images or video on public privacy setting,English
334,benehomini.social,Sexually explicit or violent media must be hidden behind a content warning when posting.,sexually explicit or violent media must be hidden behind a content warning when posting,English
335,benehomini.social,No content illegal in the United States.,no content illegal in the united states,English
336,benehomini.social,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English
337,benehomini.social,No shortened links (links always count for 23 characters regardless of length).,no shortened links links always count for 23 characters regardless of length,English
338,mastodon.saarland,Rechtswidrige Inhalte werden von Moderatoren entfernt und grundsätzlich zur Anzeige gebracht.,rechtswidrige inhalte werden von moderatoren entfernt und grundsätzlich zur anzeige gebracht,non-Englsih
339,mastodon.saarland,Das Verbreiten nachweislicher Falschnachrichten ist untersagt.,das verbreiten nachweislicher falschnachrichten ist untersagt,non-Englsih
340,mastodon.saarland,"Höflichkeit und Anstand sollten die Regel sein, nicht die Ausnahme.",höflichkeit und anstand sollten die regel sein nicht die ausnahme,non-Englsih
341,inaccessible.ac,No fascism.,no fascism,non-Englsih
342,inaccessible.ac,No white supremacy.,no white supremacy,English
343,inaccessible.ac,No religious extremism. ,no religious extremism,non-Englsih
344,inaccessible.ac,No nationalism.,no nationalism,non-Englsih
345,inaccessible.ac,No racism.,no racism,non-Englsih
346,inaccessible.ac,No homophobia.,no homophobia,non-Englsih
347,inaccessible.ac,No transphobia.,no transphobia,non-Englsih
348,inaccessible.ac,No illegal things.,no illegal things,non-Englsih
349,inaccessible.ac,Be nice. :),be nice,non-Englsih
350,lustigetiernamenbubble.de,"Keine Belästigung, Stalking und/oder Doxxing von anderen.",keine belästigung stalking undoder doxxing von anderen,non-Englsih
351,lustigetiernamenbubble.de,"Rassismus, Sexismus oder Beschimpfungen haben hier nichts verloren.",rassismus sexismus oder beschimpfungen haben hier nichts verloren,non-Englsih
352,lustigetiernamenbubble.de,Diskriminierung von Geschlechtern und sexuellen Minderheiten haben hier auch nichts verloren.,diskriminierung von geschlechtern und sexuellen minderheiten haben hier auch nichts verloren,non-Englsih
353,lustigetiernamenbubble.de,"Nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus ist verboten.",nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus ist verboten,non-Englsih
354,lustigetiernamenbubble.de,Aufrufe zu Gewalttaten sind verboten.,aufrufe zu gewalttaten sind verboten,non-Englsih
355,lustigetiernamenbubble.de,"Leute kontaktieren, die klar gemacht haben, dass sie keinen Kontakt wollen, wollen wir auch nicht.",leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen wollen wir auch nicht,non-Englsih
356,lustigetiernamenbubble.de,Nicht markierter sexueller Inhalt und/oder Gewaltdarstellungen in jeglicher Form sind nicht erlaubt.,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt,non-Englsih
357,lustigetiernamenbubble.de,"Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren, werden gelöscht.",bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht,non-Englsih
358,lustigetiernamenbubble.de,Übermässige Werbung / Spam / Spamflut von wiederholenden Tröts sind nicht erwünscht.,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht,non-Englsih
359,deppenkessel.de,Achte auf einen respektvollen Umgang und faire Diskussionskultur.,achte auf einen respektvollen umgang und faire diskussionskultur,non-Englsih
360,deppenkessel.de,Belästige niemanden und unterlasse persönliche Angriffe. Das Veröffentlichen oder die Androhung von Veröffentlichung von personen-identifizierenden Informationen wird als Belästigung aufgefasst.,belästige niemanden und unterlasse persönliche angriffe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen wird als belästigung aufgefasst,non-Englsih
361,deppenkessel.de,Nachgewiesene Falschinformationen (»Fake-News«) und Verschwörungsmythen sind hier unerwünscht.,nachgewiesene falschinformationen fakenews und verschwörungsmythen sind hier unerwünscht,non-Englsih
362,deppenkessel.de,"Rassistische, sexistische, homophobe, transphobe, beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte Sprache sind nicht geduldet.",rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache sind nicht geduldet,non-Englsih
363,deppenkessel.de,Die Bewerbung von Menschenfeindlichen und Hasserfüllten Ideologien wird nicht geduldet.,die bewerbung von menschenfeindlichen und hasserfüllten ideologien wird nicht geduldet,non-Englsih
364,deppenkessel.de,"Diskutiere Moderationsentscheidungen zuerst mit den Moderator*innen und gib ihnen eine Chance der Erläuterung. Kommunikation mit der Moderation ist direkte persönliche Kommunikation und erfolgt via Direktnachrichten, ein öffentliches Verbreiten dieser Kommunikation ist zu unterlassen.",diskutiere moderationsentscheidungen zuerst mit den moderatorinnen und gib ihnen eine chance der erläuterung kommunikation mit der moderation ist direkte persönliche kommunikation und erfolgt via direktnachrichten ein öffentliches verbreiten dieser kommunikation ist zu unterlassen,non-Englsih
365,deppenkessel.de,"Veröffentliche keinen Spam. Ein Toot mit nichts als einem Link wird als Spam ausgelegt, ebenso wie jedwede kommerzielle Werbung. Kommerzielle Werbung in diesem Zusammenhang bedeutet, wenn die veröffentlichten Inhalte keinen persönlichen Bezug aufweisen.",veröffentliche keinen spam ein toot mit nichts als einem link wird als spam ausgelegt ebenso wie jedwede kommerzielle werbung kommerzielle werbung in diesem zusammenhang bedeutet wenn die veröffentlichten inhalte keinen persönlichen bezug aufweisen,non-Englsih
366,deppenkessel.de,"Nutze Inhaltswarnungen bei sensitiven, kontroversen, oder vermutlich triggernden Themen.",nutze inhaltswarnungen bei sensitiven kontroversen oder vermutlich triggernden themen,non-Englsih
367,deppenkessel.de,Pornographische und stark sexualisierte Inhalte sind unerwünscht.,pornographische und stark sexualisierte inhalte sind unerwünscht,non-Englsih
368,deppenkessel.de,Halte dich an die in Deutschland geltenden Gesetze.,halte dich an die in deutschland geltenden gesetze,non-Englsih
369,thegem.city,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
370,thegem.city,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
371,thegem.city,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
372,thegem.city,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
373,thegem.city,No content illegal in the state of Ohio or the United States of America,no content illegal in the state of ohio or the united states of america,English
374,thegem.city,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
375,thegem.city,"You are from or live in Dayton, Ohio or the surrounding area.",you are from or live in dayton ohio or the surrounding area,English
376,unstraight.club,"Be civil. Treat others with respect, like you would if we were in the same meatspace. This includes intolerance against minorities. We're here to discuss and learn, not to hate.",be civil treat others with respect like you would if we were in the same meatspace this includes intolerance against minorities were here to discuss and learn not to hate,English
377,unstraight.club,"Assume good will. We're all here for the same reason: to learn, to socialize, to discuss our passions and ideas.",assume good will were all here for the same reason to learn to socialize to discuss our passions and ideas,English
378,ploen.social,Sexuell explizite oder gewalttätige Medien müssen beim Posten als sensibel gekennzeichnet werden,sexuell explizite oder gewalttätige medien müssen beim posten als sensibel gekennzeichnet werden,non-Englsih
379,ploen.social,"Kein Rassismus, Sexismus, Homophobie, Transphobie, Fremdenfeindlichkeit",kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit,non-Englsih
380,ploen.social,Keine Anstiftung zu Gewalt oder Förderung gewalttätiger Ideologien,keine anstiftung zu gewalt oder förderung gewalttätiger ideologien,non-Englsih
381,ploen.social,Keine Belästigung oder Doxing anderer Benutzer,keine belästigung oder doxing anderer benutzer,non-Englsih
382,ploen.social,Keine illegale Inhalte,keine illegale inhalte,non-Englsih
383,ploen.social,Keine absichtlich falschen oder irreführenden Informationen verbreiten,keine absichtlich falschen oder irreführenden informationen verbreiten,non-Englsih
384,mastodon.trueten.de,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
385,mastodon.trueten.de,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
386,mastodon.trueten.de,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
387,mastodon.trueten.de,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
388,mastodon.trueten.de,"No content illegal in Germany. Sorry for that, but there is no right life in the wrong one.",no content illegal in germany sorry for that but there is no right life in the wrong one,English
389,mastodon.trueten.de,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
390,mastodon.trueten.de,"Currently in test mode. Registrations are welcome, but stability cannot be guaranteed (at the moment).",currently in test mode registrations are welcome but stability cannot be guaranteed at the moment,English
396,pravdasocial.net,"Be kind, rewind.",be kind rewind,non-Englsih
397,bardown.space,Keep your stick on the ice,keep your stick on the ice,English
398,bardown.space,Keep your head up,keep your head up,English
399,bardown.space,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
400,bardown.space,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
401,bardown.space,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
402,bardown.space,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
403,bardown.space,Do not share false or misleading information that may lead to physical harm,do not share false or misleading information that may lead to physical harm,English
404,bardown.space,No illegal content,no illegal content,non-Englsih
405,dcerberus.com,"No right-wing lunatics. Healthy political debate is fine, but this server is anti-fascist. ",no rightwing lunatics healthy political debate is fine but this server is antifascist,English
406,dcerberus.com,No anti-vaccine propaganda or fear mongering. The mods know people who have died from COVID-19.,no antivaccine propaganda or fear mongering the mods know people who have died from covid19,English
407,dcerberus.com,"Nothing illegal belongs here: no drug dealing, child pornography, death threats, or anything else that would be illegal in whatever country or jurisdiction you live in.",nothing illegal belongs here no drug dealing child pornography death threats or anything else that would be illegal in whatever country or jurisdiction you live in,English
408,dcerberus.com,"No hate speech here, period. Ever. It's 2022 and I can't believe I have to say that.",no hate speech here period ever its 2022 and i cant believe i have to say that,English
409,dcerberus.com,"No minors. There are some jurisdictions where material posted by non-adults falls under some very strict legal constraints. I want no part of that, so if you are under 18 then sorry, please look for another server.",no minors there are some jurisdictions where material posted by nonadults falls under some very strict legal constraints i want no part of that so if you are under 18 then sorry please look for another server,English
417,pwet.me,"Restez courtois dans vos échanges
",restez courtois dans vos échanges,non-Englsih
418,pwet.me,Les contenus illégaux sont interdits,les contenus illégaux sont interdits,non-Englsih
419,pwet.me,"Les messages haineux, discriminants seront modérés et peuvent déclencher la fermeture de votre compte.",les messages haineux discriminants seront modérés et peuvent déclencher la fermeture de votre compte,non-Englsih
420,pwet.me,Les messages et contenus liés à la pédopornographie seront signalées aux autorités compétentes,les messages et contenus liés à la pédopornographie seront signalées aux autorités compétentes,non-Englsih
421,mastodon.fsinf.at,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
422,mastodon.fsinf.at,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
423,mastodon.fsinf.at,"No incitement of violence or promotion of violent ideologies
",no incitement of violence or promotion of violent ideologies,English
424,mastodon.fsinf.at,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
425,mastodon.fsinf.at,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
426,mastodon.fsinf.at,Do not impersonate well known people. Especially in VUT context,do not impersonate well known people especially in vut context,English
427,itdev.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
428,itdev.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
429,itdev.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
430,itdev.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
431,itdev.social,No content illegal in Germany,no content illegal in germany,non-Englsih
432,itdev.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
433,mastodon.llarian.net,No Nazis,no nazis,non-Englsih
434,mastodon.llarian.net,This instance is invite only,this instance is invite only,English
435,mastodon.llarian.net,"If your actions are causing the moderation load to become too high, you will be removed, even if it isn't your fault.",if your actions are causing the moderation load to become too high you will be removed even if it isnt your fault,English
436,mastodon.llarian.net,Please report bad actors (users or instances) so they can be blocked from federation.,please report bad actors users or instances so they can be blocked from federation,English
437,mastodon.llarian.net,"This server does not require CWs on things like politics, uncomfortable subjects, etc.  However, know that if you interact with people or instances that do, you may be blocked, or you may cause this instance to be blocked.",this server does not require cws on things like politics uncomfortable subjects etc however know that if you interact with people or instances that do you may be blocked or you may cause this instance to be blocked,English
438,mastodon.llarian.net,"Any illegal content will be moderated and will likely result in your being banned.

Just don't do it.",any illegal content will be moderated and will likely result in your being banned just dont do it,English
439,sackheads.social,1. Don't make @john need to do any moderation,1 dont make john need to do any moderation,English
440,scientificnetwork.de,"Violence: You may not threaten violence against an individual or a group of people. We also prohibit the glorification of violence.
",violence you may not threaten violence against an individual or a group of people we also prohibit the glorification of violence,English
441,scientificnetwork.de,"Terrorism/violent extremism: You may not threaten or promote terrorism or violent extremism.
",terrorismviolent extremism you may not threaten or promote terrorism or violent extremism,English
442,scientificnetwork.de,"Child sexual exploitation: We have zero tolerance for child sexual exploitation.
",child sexual exploitation we have zero tolerance for child sexual exploitation,English
443,scientificnetwork.de,"Abuse/harassment: You may not engage in the targeted harassment of someone, or incite other people to do so. This includes wishing or hoping that someone experiences physical harm.
",abuseharassment you may not engage in the targeted harassment of someone or incite other people to do so this includes wishing or hoping that someone experiences physical harm,English
444,scientificnetwork.de,"Hateful conduct: You may not promote violence against, threaten, or harass other people on the basis of race, ethnicity, national origin, caste, sexual orientation, gender, gender identity, religious affiliation, age, disability, or serious disease.
",hateful conduct you may not promote violence against threaten or harass other people on the basis of race ethnicity national origin caste sexual orientation gender gender identity religious affiliation age disability or serious disease,English
